ad	density	cc	spath	eigencentr	betwcentr
Acebutolol	-97	-130.5	-140	130	-127.5	168
Acetylsalicylic_acid	85.5	-109.5	-120	-98.5	-111.5	-106.5
Alprenolol	-79.5	121	137.5	124	125.5	-124.5
Amiloride	-125	-125	83.5	-122.5	116	161.5
Amlodipine	-97	-109	-111	-104.5	-114	-105.5
Atenolol	-117	121	137.5	124	-146	-147
Atorvastatin	156	118	-120	103	-121	-106.5
Benazepril	-73.5	-75.5	54	-97	-26	85
Bendroflumethiazide	60	-88.5	-78	-112.5	-95.5	94
Betaxolol	-127.5	-105.5	-107.5	-72	101	-53.5
Bezafibrate	-162.5	-164.5	-169.5	-169.5	-163.5	95.5
Bisoprolol	-121.5	-90.5	100.5	56	-109.5	86
Bumetanide	143	152	-65.5	-145	-147	93.5
Canrenoic_acid	-79	-68	-83.5	71	80	105
Captopril	-86.5	-91.5	114.5	142.5	-80.5	136.5
Carteolol	108	152	162	153.5	142.5	128.5
Carvedilol	-53	84.5	137.5	137.5	77	131.5
Cerivastatin	-128	-143	-147.5	-131	-157.5	116
Chlorhexidine	-101	-113	137.5	137.5	-112.5	131.5
Chlorthalidone	136	96	-99.5	-78	122	-75
Cilnidipine	53	62	95	90.5	107.5	99.5
Cilostazol	95.5	113.5	-136.5	112	112	-145
Clofibrate	85	61.5	-68	110	-62.5	94
Clopidogrel	119.5	132.5	127	141.5	132	149.5
Cyclopenthiazide	125.5	-124.5	144.5	-131.5	-132	-121.5
Digoxin	65.5	-79	-120	-116	106.5	-133
Dipyridamole	130	63.5	-76	-98.5	113.5	-119.5
Dobutamine	151	98	120	92	91	-88.5
Dopamine	-156.5	-156.5	87.5	-170.5	-164.5	-92.5
Enalapril	113.5	85.5	-66.5	92.5	87.5	-109
Eprosartan	-115	-68	-128.5	-122	-67	-166
Esmolol	160	149.5	-58	123	160	121
Etacrynic_acid	-126.5	104.5	94	-150.5	-97	-169.5
Etilefrine	-173.5	-174.5	-87.5	-87.5	-176.5	71
Ezetimibe	105.5	107.5	111.5	136	156	124
Felodipine	-131	-141	-145.5	-133	-136	-59
Fenofibrate	-100	84.5	137.5	137.5	-86	131.5
Fenoldopam	-134	150.5	-98	155.5	157.5	58.5
Gemfibrozil	168.5	166	140	-69	98	-144
Hydroflumethiazide	-162.5	-158.5	-83.5	-72.5	-164.5	-86.5
Iloprost	127	59	104	-83.5	-72	-138.5
Indapamide	141.5	-107.5	128.5	121.5	153	131.5
Irbesartan	-174.5	-169.5	137.5	-173	-172	116
Isradipine	147	92	109	-97	93	83
Labetalol	-151.5	-157.5	-160.5	-167.5	-165	-176.5
Losartan	120	-127	-67	-112.5	-135	-77.5
Lovastatin	-63	-109.5	-120	-98.5	-110	-106.5
Menadione	99.5	-65.5	-89	-109	-63.5	-148
Mephentermine	127	140	91.5	-109.5	151.5	146
Metolazone	80.5	81.5	98	106	-80	-114.5
Metoprolol	-105.5	107	106	91	-73	108
Midodrine	-119.5	-117.5	-101	-156	-107	-99
Milrinone	77	44	77	-100.5	76	118
Moexipril	-98.5	-75.5	-89	-52.5	-72	-72.5
Nadolol	69	68	-105.5	126.5	-81.5	149.5
Niacin	97.5	104.5	123.5	-117	-88.5	129
Nicardipine	104.5	110.5	127.5	86	-81.5	-84
Nicotinyl_alcohol	88.5	97.5	129	70	105	-104
Nifedipine	-121.5	118	-122.5	127.5	124	59.5
Nimodipine	-140	-144	-158.5	-147.5	-79	68.5
Nitrendipine	142	137	148	136.5	124	113.5
Nitrofural	67	86	106	-60.5	68	-107.5
Olmesartan	-95.5	-71.5	83	-112.5	-93	-159.5
Ouabain	99.5	144.5	155.5	-133	137.5	-89
Oxprenolol	145	154	-147.5	-131	-147.5	129
Perindopril	-84	-92	-117.5	121.5	90.5	154.5
Pindolol	-63	-109.5	-120	-98.5	-111.5	141.5
Piretanide	126	67.5	-89	-109	80	-148
Practolol	-120	84.5	105	90	87	127
Pravastatin	65	121	137.5	124	126	-151
Probucol	-89.5	121	137.5	124	126	116
Propranolol	-97.5	-99.5	52	145	-106	64
Quinapril	94	59	94	-95.5	-32.5	-110.5
Quinethazone	-145.5	-139.5	137.5	124	-118	-164
Ramipril	-144.5	-151.5	-123.5	114	-116	105
Rivaroxaban	80.5	88.5	76.5	143	90	-151.5
Rosuvastatin	156.5	-134	-141.5	-121	-147	-132
Simvastatin	-63	-109.5	-120	110.5	-111.5	111.5
Sotalol	129.5	110.5	-69	-71	131.5	-63
Spironolactone	-142.5	-91.5	106	103	130.5	134
Synephrine	-123.5	-132.5	-136	103.5	-109	95.5
Telmisartan	127	140	152	-98.5	-121.5	-106.5
Ticlopidine	-78	-85	96.5	-91.5	-93.5	-98.5
Tienilic_acid	167	158	95	-94.5	127	-69.5
Timolol	98.5	-109.5	-120	-98.5	-104	-106.5
Torasemide	121.5	115.5	-83	139.5	166	-92.5
Treprostinil	-79.5	-84.5	-70.5	-117	-66	119.5
Triamterene	133.5	145.5	154	146.5	153.5	78.5
Valsartan	138.5	131.5	143.5	91.5	126.5	84.5
Warfarin	96	106	149	159	100.5	164
