ad	density	cc	spath	eigencentr	betwcentr
Acebutolol	113	112	140	107	-107	127
Acetylsalicylic_acid	147	145	-144	63	152	-81
Alprenolol	131.5	124.5	94	134	149	-128
Amiloride	101.5	122.5	-145	113	109	136
Amlodipine	-137	106.5	105	-92	127	139
Atenolol	78	89	124.5	124	106	157
Atorvastatin	173.5	170.5	101	-136	-133	93
Benazepril	81	83	53.5	119	101	146
Bendroflumethiazide	-147	-151	-177	-138	-96	-151
Betaxolol	151.5	147.5	107	161	135	132
Bezafibrate	136.5	139.5	-80	-110	148	-122
Bisoprolol	-85	-43	-34	-96	-47	88
Bumetanide	-89	-73	-123	87	130	-131
Canrenoic_acid	-97	96	95	109	-98	142
Captopril	-165.5	-163.5	-158	-94	-161	-138
Carteolol	139.5	131.5	106	151	139	137
Carvedilol	-99.5	-123.5	-129	-144	-140	-113
Cerivastatin	-95.5	-137.5	109	-105.5	-130.5	-112.5
Chlorhexidine	-90	-96	-107	82	-91	41
Chlorthalidone	153	-112	150	-123	-106	-95
Cilnidipine	109.5	112.5	-63.5	-88	-103	-137
Cilostazol	109	99	-90.5	-136	-138	-164
Clofibrate	-87.5	-90.5	-113.5	101	-103	101
Clopidogrel	-113	-105	-103	45	-98	-74
Cyclopenthiazide	152.5	164.5	167.5	153.5	123	156.5
Digoxin	131.5	116.5	146	-89	113	-121
Dipyridamole	-126	-146	-151	-127	-141	-117
Dobutamine	166	133	-65	176	121	92
Dopamine	-175	-156	120	-79	-160	88
Enalapril	-132	-128	-144	-160	-154	-170
Eprosartan	105.5	119.5	-82.5	110	93	114
Esmolol	85	123	134.5	-119	126	-95
Etacrynic_acid	-94	61.5	-68	-95	-99	82
Etilefrine	149	147	148	150	136	-71.5
Ezetimibe	48.5	72.5	-80	-83	89	-75
Felodipine	-56	-62	64	106	-105	117
Fenofibrate	-150	-136	-157	98	-133	105
Fenoldopam	142	155	166	136	-119	128
Gemfibrozil	-114	-104	-73	147	-117	143
Hydroflumethiazide	58	-48	-107	-52	-57	-52
Iloprost	98.5	70.5	-99	63	102	110
Indapamide	-98	-76	-126	73	66	-60
Irbesartan	-83	-76	40	-118	-66	93
Isradipine	-108	-119	-150	85	84	-97
Labetalol	99.5	120.5	153.5	70.5	131	108.5
Losartan	-163	-159	104	-174	-159	124
Lovastatin	-71.5	-62.5	50	-104	-84	-83
Menadione	-106.5	-103.5	-118	-114	-107	-150
Mephentermine	-149	-135	-176	-99	-83	-155
Metolazone	122	-107.5	-106.5	147	-122	147
Metoprolol	-154.5	-132.5	-92	-91	-78	144
Midodrine	-129	-81	-74	124	81	151
Milrinone	96	-70.5	108	-130	80	-141
Moexipril	-143	-151	109.5	-136	-163	140.5
Nadolol	-101	-78	-104	84	91	161
Niacin	99	76	155	-91	75	115
Nicardipine	-133	-115	-138	124	119	133
Nicotinyl_alcohol	111.5	108.5	-64.5	-105	109	-162
Nifedipine	-125	-124	77.5	-142	-120	-102
Nimodipine	-86.5	-111.5	-108	-100	-106	109
Nitrendipine	93	-97	-117	118	-112	-100
Nitrofural	-68	95	107	118	91	-163
Olmesartan	108	112	-121	124	117	-131
Ouabain	119	112	-96	-103	104	-96
Oxprenolol	114	98	114.5	-107	98	-120
Perindopril	104.5	132.5	122	131	128	-145
Pindolol	161.5	153.5	149	142	157	84
Piretanide	158.5	154.5	126	110	149	-71
Practolol	-125	-138	119	-144	121	-116
Pravastatin	98	118	-89	130	154	-62
Probucol	-80.5	-95.5	-100	-118	-101	-154
Propranolol	-86.5	-112.5	-98.5	-83.5	-117.5	82
Quinapril	-124	-105	-130	-141	-98	97
Quinethazone	151	126	-106	-140	131	-144
Ramipril	-80.5	-107.5	-106.5	-91.5	-101.5	160
Rivaroxaban	116.5	139.5	152	129	-120	137
Rosuvastatin	-143	142.5	148	-161	-133	51
Simvastatin	-142	-146	128	-114	-135	73
Sotalol	82.5	96.5	-143	133	116	90
Spironolactone	-138.5	-111.5	-140	96	146	110
Synephrine	-125	-151	-123	-136	-160	-125
Telmisartan	85.5	91.5	75	103	109	93
Ticlopidine	138	114	116	159	148	100
Tienilic_acid	137	130	-95	-113	148	-93
Timolol	115.5	107.5	158	122	116	-121
Torasemide	-88	95.5	117.5	-108	-105	62.5
Treprostinil	46.5	85.5	122.5	97	97	131
Triamterene	-160	-107	91	100	-82	101
Valsartan	-140.5	-134.5	-145	117	-152	-145
Warfarin	-107	-130	-121	-118	135	-121
