ad	density	cc	spath	eigencentr	betwcentr
Acebutolol	90.5	100.5	82	86	-69	-94
Acetylsalicylic_acid	-168	-169	123	-91	-118	-83
Alprenolol	-135	-117	109	-156	-125	149
Amiloride	91	90	121	-107	99	-108
Amlodipine	133.5	144.5	-109	-127	139	-152
Atenolol	-75	-110	-110	-98	-104	-73
Atorvastatin	-165	-170	-119	-164.5	-155	-142
Benazepril	-109	-107	-87	107	-110	152
Bendroflumethiazide	132	126	-141	79	149	-84
Betaxolol	-157.5	-162.5	-112	-134	-138	158
Bezafibrate	119	123	129.5	-106	139	-133
Bisoprolol	-96.5	-95.5	47	-98	88	88
Bumetanide	-67	69.5	89	90	-76	-102
Canrenoic_acid	97	-105.5	125	-118	120	-119
Captopril	173	169	99	131	163	-111
Carteolol	-78.5	-67.5	123	-61	-128	168
Carvedilol	83	101	133	-109	-91	121
Cerivastatin	86.5	114.5	-129	-108	106	-124
Chlorhexidine	-72	-31	97	101	-35	-85
Chlorthalidone	-141	-91	-166	-103.5	-80	59
Cilnidipine	101	-76.5	48	-69	104	-80
Cilostazol	97.5	124.5	136	84	126	-70
Clofibrate	80.5	110.5	123	76	113	-67
Clopidogrel	148	161	158	156	166	150
Cyclopenthiazide	-138	-142	122	-141	-153	-99
Digoxin	-92	-82	-149	57	-71	-85
Dipyridamole	135	-104	168	106	-108	-108
Dobutamine	-151	-148	-117	-142	-149	-161
Dopamine	133.5	-152	-64	-132	-139	105
Enalapril	69.5	71.5	139	-81	81	-82
Eprosartan	-74	119	77	120	101	126
Esmolol	97	98	-115	-122	94	-118
Etacrynic_acid	169	172	150	143	135	155
Etilefrine	-152.5	-158.5	-132	-144	-164	109
Ezetimibe	-67	50.5	109	65	62	140
Felodipine	-51	-86	91	-122	-40	-127
Fenofibrate	151	152	-86	151	159	-98
Fenoldopam	-148.5	-152.5	-152	-136.5	-132	151
Gemfibrozil	92	107	-137	97	120	150
Hydroflumethiazide	88.5	81.5	104	37	86	-127
Iloprost	-119	-104	-120.5	-36	-109	-71
Indapamide	129	148	91	130	138	125
Irbesartan	96	-59.5	-46	111	102	-103
Isradipine	46.5	31.5	-105	-81	57	-114
Labetalol	-109.5	-88.5	-100	100	-94	110
Losartan	146	141	58	123	-125	172
Lovastatin	-112	-88	-54	-98	-131	-125
Menadione	-136	-118	-145	-79	85	-127
Mephentermine	155	146	163	129	159	-84
Metolazone	-128	126	133	-93	97	110
Metoprolol	99	-82	-150	142	119	169
Midodrine	-87	-127	-107.5	-129.5	-126	90
Milrinone	-99	-81	-122	100	84	-71
Moexipril	103	87	-96	-72	112	97
Nadolol	104.5	90.5	-91	146	114	127
Niacin	-146.5	-145.5	-166	-78	-154	131
Nicardipine	126	129	-123.5	146	142	-119
Nicotinyl_alcohol	-86	-100	-82	143	-78	-101
Nifedipine	135	115	129	148	-61	130
Nimodipine	84.5	-88	-75	123	89	-109
Nitrendipine	95.5	103.5	82.5	130	124	-122
Nitrofural	104.5	-102.5	-101	-146	-117	34
Olmesartan	-96	114	145.5	-98	114	83
Ouabain	-111	-105	60	105	-106	81
Oxprenolol	-94	-130	-144	131	-124	-127
Perindopril	139	143	-112	149	151	-104
Pindolol	-147	-139	-162	-85	-163	-45
Piretanide	147	-140.5	131	119	124	78
Practolol	120	138	149	145	61	-75
Pravastatin	-89	-121	102	-123	-144	-100
Probucol	168	144	146	121	152	116
Propranolol	-96.5	-122.5	99	-101	81	130
Quinapril	92	83	79	-83	-66	-81
Quinethazone	-154	-133	114	-156.5	-129	-167
Ramipril	-153	-155	-114	-152	-132	110
Rivaroxaban	-120	118	90	-98	-117	-68
Rosuvastatin	117.5	-119	120	-125.5	146	-129.5
Simvastatin	154.5	140.5	-107	101	136	-149
Sotalol	-101	96.5	142	-107	119	104
Spironolactone	130	150	155	-121	160	-130
Synephrine	94	90	-119	89	99	-122
Telmisartan	-142.5	-104.5	90	-103	-142	-65
Ticlopidine	-133.5	-100.5	-106	119	-165	-111
Tienilic_acid	-116.5	-127.5	-150	-111	-93	-128
Timolol	-104	-82	-125	89	-93	105
Torasemide	-106.5	-121.5	-115	-82	-94	83
Treprostinil	-100	-111	58	-120	-105	-100
Triamterene	112	88	-40	97	57	94
Valsartan	98.5	112.5	143.5	-108	107	135
Warfarin	159	156	-92	179	152	100
