ad	density	cc	spath	eigencentr	betwcentr
Acebutolol	122	-106.5	-132	145	131	149
Acetylsalicylic_acid	-165	-159	134	-171	-163	-165
Alprenolol	-118.5	-98.5	82	126	128	-75
Amiloride	-99.5	-99.5	58.5	90	103	70
Amlodipine	138	115	150	-159	-90	-132
Atenolol	106	104	-27	125	144	-104
Atorvastatin	121	-118	93	106	-110.5	94
Benazepril	145	-153	151	-115	97	136
Bendroflumethiazide	-106.5	-119.5	72	106	-100	135
Betaxolol	-78	-78	-74	116	-108	-90
Bezafibrate	-119	-101	150	51	-101	-91
Bisoprolol	-107.5	-112.5	-134	-120	-119	-135
Bumetanide	130.5	129.5	-109	141	135	109
Canrenoic_acid	-101	-118	-131	-125	-136	-133
Captopril	-83	-98	-112	-110	-101	-148
Carteolol	-95	-143	-131.5	-86	-149	-129
Carvedilol	86.5	84.5	143.5	114	98	169
Cerivastatin	88	-102.5	-90	81	-94	-87
Chlorhexidine	-162.5	112.5	-177	-110	129.5	-172
Chlorthalidone	96	91	89	-70	85	80
Cilnidipine	81.5	118.5	110.5	134.5	124.5	-137
Cilostazol	94	113	107	-116	94	65
Clofibrate	90	88	114.5	122	96	-161
Clopidogrel	88	-90	145	158	-100	152
Cyclopenthiazide	119.5	110.5	97	113	71	-135
Digoxin	115	84	-153.5	-103	112	134
Dipyridamole	-125	-93	61.5	132.5	-89	73.5
Dobutamine	-149	-154	-158	-85	-154	-73
Dopamine	-88.5	-79.5	-85	120	-107	105
Enalapril	-63	-99	-126	100	-117	-111
Eprosartan	118	107	139	-137	89	-105
Esmolol	-123	-134	-95.5	75	-111	111
Etacrynic_acid	129.5	123.5	128	81	148	103
Etilefrine	135.5	101.5	116	56	-106	84
Ezetimibe	67	64	-96.5	-138.5	-56	-92
Felodipine	127.5	83.5	-96.5	-115	108	-95
Fenofibrate	-75.5	-84.5	-80.5	-117	-86	-99
Fenoldopam	-79	-34	-111	-90	-43.5	-115
Gemfibrozil	94	-98.5	103	117	-94.5	132
Hydroflumethiazide	72	97	97	133	89.5	83
Iloprost	-156	-132	89	-150	-146	-162
Indapamide	161	161	75	-76	166	55
Irbesartan	-97.5	-134.5	-122.5	-144	91.5	82
Isradipine	-110.5	-123.5	87	158	-106	98
Labetalol	87.5	118.5	-43	58	-82	-73
Losartan	104.5	81.5	70	-130	128	-119
Lovastatin	-149	-163	-117	-167	55	79
Menadione	-103	-77	-99	-109	-80	-142
Mephentermine	121	127	157	-96	125	-122
Metolazone	161	162	121.5	-43	169	103
Metoprolol	119	-115.5	-82	-142	-124	-90
Midodrine	-125	106	-159	153	-107	-156
Milrinone	148.5	141.5	87	-101	125	143
Moexipril	-79.5	92	61	141	-66	76
Nadolol	-131	103.5	-86	-98	130	-72
Niacin	-141	-159	-68	-132	-156	-118
Nicardipine	-128	-129	-141	-80	-151	-118
Nicotinyl_alcohol	-81.5	-104.5	65	-147	-119	94
Nifedipine	-92	-110	-124	-70	-117	-95
Nimodipine	117	93	108	121	-68	83
Nitrendipine	-95	-105	-141	32	-111	70
Nitrofural	66	95	-111	104	120	125
Olmesartan	84.5	95.5	130	76	60	-83
Ouabain	-118	-114	118	-107	-110	98
Oxprenolol	85	-128	-95	-109	-112.5	-110
Perindopril	-92	84	-142	-116	-64	-154
Pindolol	-157	-146	110.5	80.5	-137	148
Piretanide	133	120	68	-144	134	158
Practolol	93.5	72.5	87	-81	-66.5	103
Pravastatin	44.5	-42	-77	-72	87	-108
Probucol	127	145	153	113	100	162
Propranolol	121	118	83	-126	122	-100
Quinapril	127.5	127.5	-84	139	147	-92
Quinethazone	149.5	153.5	140	168	-59	-156
Ramipril	-157	-153	-125	-115	-157	-138
Rivaroxaban	74	-93.5	-121	-100	-101	67
Rosuvastatin	131.5	136.5	97	82	138	-33
Simvastatin	-78	-100	117	-137	-117	-139
Sotalol	177	170	99	179	-100.5	-113
Spironolactone	134.5	137.5	154	129	99	171
Synephrine	-99	-88	-114	90.5	93.5	91.5
Telmisartan	-98	-97.5	-99.5	-104	-103	-103
Ticlopidine	-110.5	99	-127	78	105	-127
Tienilic_acid	-158	-154	166	127	-153	149
Timolol	-132	-90	-139	-101	24	87
Torasemide	-64.5	-105.5	-82	-117	-128	117
Treprostinil	159	156	140	136	164	155
Triamterene	-75.5	76.5	122	-129	108	-77
Valsartan	-154.5	156.5	176	-99	168	-149
Warfarin	-155	-152	-90	-138	-164	-145
