ad	density	cc	spath	eigencentr	betwcentr
Acebutolol	-93.5	-95.5	-95	-91.5	-95.5	87
Acetylsalicylic_acid	132	-95.5	-95	-91.5	-120	131
Alprenolol	-93.5	-95.5	-95	-91.5	117	87
Amiloride	-93.5	-95.5	-95	-91.5	92	87
Amlodipine	-93.5	-95.5	-95	-91.5	134.5	87
Atenolol	-93.5	-95.5	-95	-91.5	-120	87
Atorvastatin	-93.5	-95.5	-95	-91.5	92	87
Benazepril	-93.5	-95.5	-95	-91.5	92	87
Bendroflumethiazide	-93.5	-95.5	-95	-91.5	-95.5	87
Betaxolol	-93.5	-95.5	-95	-91.5	-70	87
Bezafibrate	-93.5	-95.5	-95	-91.5	-135	87
Bisoprolol	-93.5	-95.5	-95	-91.5	-95.5	87
Bumetanide	-93.5	-95.5	-95	-91.5	-70	87
Canrenoic_acid	-93.5	-95.5	-95	-91.5	-70	87
Captopril	-93.5	-95.5	-95	-91.5	164	87
Carteolol	-93.5	-95.5	-95	-91.5	-131.5	87
Carvedilol	-93.5	-95.5	-95	-91.5	92	87
Cerivastatin	-93.5	-95.5	-95	-91.5	-159.5	87
Chlorhexidine	-93.5	-95.5	-95	-91.5	-120	87
Chlorthalidone	-93.5	-95.5	-95	-91.5	127	87
Cilnidipine	-93.5	-95.5	-95	-91.5	-120	87
Cilostazol	90	91	92	-135.5	108.5	87
Clofibrate	-93.5	-95.5	-95	-91.5	117	87
Clopidogrel	-93.5	-95.5	-95	-91.5	-70	87
Cyclopenthiazide	-93.5	-95.5	-95	-91.5	66	87
Digoxin	-93.5	-95.5	-95	-91.5	-95.5	87
Dipyridamole	-93.5	-95.5	-95	-91.5	127	87
Dobutamine	133	134	138	48	132.5	-131.5
Dopamine	-93.5	-95.5	-95	-91.5	-95.5	87
Enalapril	-93.5	-95.5	-95	-91.5	-70	87
Eprosartan	-93.5	-95.5	-95	-91.5	-120	87
Esmolol	-90.5	46	49	47	75.5	-174
Etacrynic_acid	-93.5	-95.5	-95	-91.5	-135	87
Etilefrine	-93.5	-95.5	-95	-91.5	92	87
Ezetimibe	-93.5	-95.5	-95	-91.5	-131.5	87
Felodipine	-93.5	-95.5	-95	-91.5	164	87
Fenofibrate	-93.5	-95.5	-95	-91.5	92	87
Fenoldopam	-48.5	-50.5	-48.5	-135.5	53.5	129
Gemfibrozil	-93.5	-95.5	-95	-91.5	117	87
Hydroflumethiazide	-93.5	-95.5	-95	-91.5	117	87
Iloprost	-93.5	-95.5	-95	-91.5	117	87
Indapamide	-93.5	-95.5	-95	-91.5	-159.5	87
Irbesartan	-93.5	-95.5	-95	-91.5	159.5	87
Isradipine	-93.5	-95.5	-95	-91.5	-70	87
Labetalol	-93.5	-95.5	-95	-91.5	-83.5	87
Losartan	-93.5	-95.5	-95	-91.5	92	87
Lovastatin	-93.5	-95.5	-95	134	-164	-86.5
Menadione	-93.5	-95.5	-95	-91.5	-95.5	87
Mephentermine	-93.5	-95.5	-95	-91.5	117	87
Metolazone	-93.5	-95.5	-95	-91.5	-95.5	87
Metoprolol	-138.5	-138.5	-138	-135.5	-165	-133.5
Midodrine	-93.5	-95.5	-95	-91.5	-128	87
Milrinone	-93.5	-95.5	-95	-91.5	-120	87
Moexipril	-93.5	-95.5	-95	-91.5	92	87
Nadolol	-93.5	-95.5	-95	-91.5	152	87
Niacin	-93.5	-95.5	-95	-91.5	-120	87
Nicardipine	-93.5	-95.5	-95	-91.5	134.5	87
Nicotinyl_alcohol	-93.5	-95.5	-95	-91.5	117	87
Nifedipine	-93.5	-95.5	-95	-91.5	117	87
Nimodipine	-93.5	-95.5	-95	-91.5	152	87
Nitrendipine	-93.5	-95.5	-95	-91.5	-120	87
Nitrofural	-93.5	-95.5	-95	-91.5	-70	87
Olmesartan	133	133	-95	-134	137.5	-132
Ouabain	-48.5	-50.5	-51	-48	74.5	133
Oxprenolol	-93.5	-95.5	-95	-91.5	-128	87
Perindopril	-93.5	-95.5	-95	-91.5	-95.5	87
Pindolol	-93.5	-95.5	-95	-91.5	-95.5	87
Piretanide	134	134	134	135	-95.5	135
Practolol	-93.5	-95.5	-95	-91.5	-102.5	87
Pravastatin	-93.5	-95.5	-95	-91.5	101	87
Probucol	92	92	93	-5	88	-172
Propranolol	-93.5	-95.5	-95	-91.5	92	87
Quinapril	-93.5	-95.5	-95	-91.5	-51.5	87
Quinethazone	-93.5	-95.5	-95	-91.5	117	87
Ramipril	-93.5	-95.5	-95	-91.5	-95.5	87
Rivaroxaban	-137.5	-137.5	-137	136	-141.5	-134.5
Rosuvastatin	-93.5	-95.5	-95	-91.5	-95.5	87
Simvastatin	-93.5	-95.5	-95	-91.5	-120	87
Sotalol	-93.5	-95.5	-95	-91.5	101	87
Spironolactone	90	91	92	91	92	-129.5
Synephrine	-93.5	-95.5	-95	-91.5	-135	87
Telmisartan	-93.5	-95.5	-95	-91.5	-120	87
Ticlopidine	-93.5	-95.5	-95	-91.5	-131.5	87
Tienilic_acid	-93.5	-95.5	-95	-91.5	-95.5	87
Timolol	-93.5	-95.5	-95	-91.5	-95.5	87
Torasemide	-93.5	-95.5	-95	-91.5	-59	87
Treprostinil	-93.5	-95.5	-95	-91.5	159.5	87
Triamterene	-93.5	-95.5	-95	-91.5	-135	87
Valsartan	-136.5	91	92	-133.5	-139.5	-132.5
Warfarin	-93.5	-95.5	-95	-91.5	-95	87
