ad	density	cc	spath	eigencentr	betwcentr
Acebutolol	126.5	132.5	-92.5	133.5	-78.5	-86.5
Acetylsalicylic_acid	85	95	94	92	126	-86.5
Alprenolol	85	95	94	92	133	-86.5
Amiloride	85	95	94	92	112.5	-86.5
Amlodipine	-127.5	-130.5	94	-130.5	-89.5	-127.5
Atenolol	85	95	94	92	151.5	-86.5
Atorvastatin	85	95	94	92	-94	-86.5
Benazepril	-125.5	95	94	92	112.5	-132.5
Bendroflumethiazide	85	95	94	92	-108.5	-86.5
Betaxolol	167.5	-135	-134	-136	-155.5	167.5
Bezafibrate	85	95	94	92	-108.5	-86.5
Bisoprolol	132	138	132	135	130	131
Bumetanide	-84.5	-89.5	-92.5	-88.5	-87.5	121.5
Canrenoic_acid	85	95	94	92	-110.5	-86.5
Captopril	85	95	94	92	-152.5	-86.5
Carteolol	85	95	94	92	-110.5	-86.5
Carvedilol	-84.5	-89.5	-92.5	-88.5	-81	128
Cerivastatin	85	95	94	92	151.5	-86.5
Chlorhexidine	85	95	94	92	112.5	-86.5
Chlorthalidone	-129.5	-133.5	94	-132.5	-124	-129.5
Cilnidipine	85	95	94	92	112.5	-86.5
Cilostazol	85	95	94	92	87	-86.5
Clofibrate	85	95	94	92	112.5	-86.5
Clopidogrel	85	95	94	92	87	-86.5
Cyclopenthiazide	85	95	94	92	-140.5	-86.5
Digoxin	85	95	94	92	126	-86.5
Dipyridamole	85	95	94	92	-110.5	-86.5
Dobutamine	85	95	94	92	125	-86.5
Dopamine	85	95	94	92	88.5	-86.5
Enalapril	85	95	94	92	-120.5	-86.5
Eprosartan	-84.5	-89.5	-92.5	-88.5	-56.5	126.5
Esmolol	85	95	94	92	-108.5	-86.5
Etacrynic_acid	85	95	94	92	-128	-86.5
Etilefrine	85	95	94	92	87	-86.5
Ezetimibe	85	95	94	92	112.5	-86.5
Felodipine	85	95	94	92	112.5	-86.5
Fenofibrate	85	95	94	92	-128	-86.5
Fenoldopam	85	95	94	92	124	-86.5
Gemfibrozil	85	95	94	92	119.5	-86.5
Hydroflumethiazide	128.5	134.5	134.5	132.5	174	133.5
Iloprost	85	95	94	92	112.5	-86.5
Indapamide	85	95	94	92	87	-86.5
Irbesartan	85	95	94	92	61	-86.5
Isradipine	85	95	94	92	-152.5	-86.5
Labetalol	85	95	94	92	87	-86.5
Losartan	85	95	94	92	-110.5	-86.5
Lovastatin	85	95	94	92	-110.5	-86.5
Menadione	-133.5	-136.5	-135.5	-133.5	-127	-133.5
Mephentermine	85	95	94	92	-110.5	-86.5
Metolazone	85	95	94	92	151.5	-86.5
Metoprolol	85	95	94	92	-128	-86.5
Midodrine	85	95	94	92	112.5	-86.5
Milrinone	132	138	132	135	131	131
Moexipril	85	95	94	92	112.5	-86.5
Nadolol	85	95	94	92	-110.5	-86.5
Niacin	-131	-133	-92.5	129.5	-163.5	122.5
Nicardipine	-132	-135	-134	-136	-125.5	-135
Nicotinyl_alcohol	85	95	94	92	52.5	-86.5
Nifedipine	85	95	94	92	-152.5	-86.5
Nimodipine	85	95	94	92	158.5	-86.5
Nitrendipine	-84.5	-89.5	-92.5	-88.5	-110.5	120.5
Nitrofural	85	95	94	92	58	-86.5
Olmesartan	85	95	94	92	119.5	-86.5
Ouabain	85	95	94	92	-78.5	-86.5
Oxprenolol	85	95	94	92	87	-86.5
Perindopril	127.5	133.5	-92.5	136.5	-78.5	129.5
Pindolol	132.5	-132.5	94	-134.5	110	-130.5
Piretanide	85	95	94	92	-120.5	-86.5
Practolol	85	95	94	92	87	-86.5
Pravastatin	85	95	94	92	112.5	-86.5
Probucol	85	95	94	92	100	-86.5
Propranolol	85	95	94	92	-78.5	-86.5
Quinapril	123.5	-89.5	-92.5	131	-78.5	124
Quinethazone	85	95	94	92	133	-86.5
Ramipril	85	95	94	92	87	-86.5
Rivaroxaban	85	95	94	92	-140.5	-86.5
Rosuvastatin	129.5	135.5	133.5	137.5	166	134.5
Simvastatin	125.5	-89.5	-92.5	-88.5	126	125.5
Sotalol	-126.5	95	94	-129.5	158.5	-131.5
Spironolactone	85	95	94	92	96.5	-86.5
Synephrine	130.5	136.5	135.5	-132	129	132.5
Telmisartan	85	95	94	92	-114	-86.5
Ticlopidine	85	95	94	92	54.5	-86.5
Tienilic_acid	85	95	94	92	87	-86.5
Timolol	85	95	94	92	83.5	-86.5
Torasemide	85	95	94	92	126	-86.5
Treprostinil	85	95	94	92	114.5	-86.5
Triamterene	85	95	94	92	-108.5	-86.5
Valsartan	-128.5	-131.5	50	-131.5	-123	-128.5
Warfarin	85	95	94	92	-78.5	-86.5
