ad	density	cc	spath	eigencentr	betwcentr
Acebutolol	-130	-134	-136	132	-136	-133
Acetylsalicylic_acid	83.5	94.5	-96.5	89.5	142	-86.5
Alprenolol	83.5	94.5	-96.5	89.5	120	-86.5
Amiloride	83.5	94.5	-96.5	89.5	-118.5	-86.5
Amlodipine	129.5	136.5	139.5	132.5	138.5	129.5
Atenolol	83.5	94.5	-96.5	89.5	88.5	-86.5
Atorvastatin	83.5	94.5	-96.5	89.5	-143	-86.5
Benazepril	-127.5	-133.5	-137.5	-132.5	-106.5	-129.5
Bendroflumethiazide	83.5	94.5	-96.5	89.5	-91	-86.5
Betaxolol	-171	-90	-93	-170.5	-90.5	-89
Bezafibrate	83.5	94.5	-96.5	89.5	70.5	-86.5
Bisoprolol	126.5	56.5	58.5	128.5	-77	-126.5
Bumetanide	-124	-54	-56	-48	-86	129
Canrenoic_acid	83.5	94.5	-96.5	89.5	160.5	-86.5
Captopril	83.5	94.5	-96.5	89.5	-143	-86.5
Carteolol	83.5	94.5	-96.5	89.5	111	-86.5
Carvedilol	-126.5	-130.5	-58.5	-125.5	84	130.5
Cerivastatin	83.5	94.5	-96.5	89.5	133	-86.5
Chlorhexidine	83.5	94.5	-96.5	89.5	-105.5	-86.5
Chlorthalidone	-129.5	-135.5	-139.5	-134.5	137.5	-131.5
Cilnidipine	83.5	94.5	-96.5	89.5	-67.5	-86.5
Cilostazol	83.5	94.5	-96.5	89.5	133	-86.5
Clofibrate	83.5	94.5	-96.5	89.5	120	-86.5
Clopidogrel	83.5	94.5	-96.5	89.5	-153.5	-86.5
Cyclopenthiazide	83.5	94.5	-96.5	89.5	-128.5	-86.5
Digoxin	83.5	94.5	-96.5	89.5	-91	-86.5
Dipyridamole	83.5	94.5	-96.5	89.5	94	-86.5
Dobutamine	83.5	94.5	-96.5	89.5	-140.5	-86.5
Dopamine	83.5	94.5	-96.5	89.5	-118.5	-86.5
Enalapril	83.5	94.5	-96.5	89.5	124	-86.5
Eprosartan	129	134	135	135	150.5	127
Esmolol	83.5	94.5	-96.5	89.5	98	-86.5
Etacrynic_acid	83.5	94.5	-96.5	89.5	-101.5	-86.5
Etilefrine	83.5	94.5	-96.5	89.5	111	-86.5
Ezetimibe	83.5	94.5	-96.5	89.5	93	-86.5
Felodipine	83.5	94.5	-96.5	89.5	111	-86.5
Fenofibrate	83.5	94.5	-96.5	89.5	135	-86.5
Fenoldopam	83.5	94.5	-96.5	89.5	111	-86.5
Gemfibrozil	83.5	94.5	-96.5	89.5	-166	-86.5
Hydroflumethiazide	123	-46	-48	48	-72.5	125
Iloprost	83.5	94.5	-96.5	89.5	94	-86.5
Indapamide	83.5	94.5	-96.5	89.5	-57	-86.5
Irbesartan	83.5	94.5	-96.5	89.5	124	-86.5
Isradipine	83.5	94.5	-96.5	89.5	-128.5	-86.5
Labetalol	83.5	94.5	-96.5	89.5	-126	-86.5
Losartan	83.5	94.5	-96.5	89.5	124	-86.5
Lovastatin	83.5	94.5	-96.5	89.5	130.5	-86.5
Menadione	132.5	138.5	-138.5	-135.5	136.5	-132.5
Mephentermine	83.5	94.5	-96.5	89.5	-126	-86.5
Metolazone	83.5	94.5	-96.5	89.5	130.5	-86.5
Metoprolol	83.5	94.5	-96.5	89.5	94	-86.5
Midodrine	83.5	94.5	-96.5	89.5	135	-86.5
Milrinone	126.5	56.5	58.5	128.5	80	-126.5
Moexipril	83.5	94.5	-96.5	89.5	130.5	-86.5
Nadolol	83.5	94.5	-96.5	89.5	141	-86.5
Niacin	-119	-49	54	46	47.5	-132
Nicardipine	127	53	-55	-128.5	-88.5	126
Nicotinyl_alcohol	83.5	94.5	-96.5	89.5	-102	-86.5
Nifedipine	83.5	94.5	-96.5	89.5	-105.5	-86.5
Nimodipine	83.5	94.5	-96.5	89.5	-71.5	-86.5
Nitrendipine	131	135	134	133	112.5	132
Nitrofural	83.5	94.5	-96.5	89.5	76	-86.5
Olmesartan	83.5	94.5	-96.5	89.5	-105.5	-86.5
Ouabain	83.5	94.5	-96.5	89.5	-153.5	-86.5
Oxprenolol	83.5	94.5	-96.5	89.5	-128.5	-86.5
Perindopril	-131	-135	-137	134	132.5	-134
Pindolol	131.5	139.5	141.5	-131.5	140.5	131.5
Piretanide	83.5	94.5	-96.5	89.5	-118.5	-86.5
Practolol	83.5	94.5	-96.5	89.5	124	-86.5
Pravastatin	83.5	94.5	-96.5	89.5	-66.5	-86.5
Probucol	83.5	94.5	-96.5	89.5	-118.5	-86.5
Propranolol	83.5	94.5	-96.5	89.5	-91	-86.5
Quinapril	-128.5	-132.5	-134.5	130.5	-101	-130.5
Quinethazone	83.5	94.5	-96.5	89.5	-66.5	-86.5
Ramipril	83.5	94.5	-96.5	89.5	150	-86.5
Rivaroxaban	83.5	94.5	-96.5	89.5	94	-86.5
Rosuvastatin	121.5	52.5	-54	52	77	-48
Simvastatin	121.5	52.5	57	51	161	-46
Sotalol	-128.5	-134.5	52.5	-133.5	-159.5	-130.5
Spironolactone	83.5	94.5	-96.5	89.5	-71.5	-86.5
Synephrine	-125	-129	-57	-127	-99	-129
Telmisartan	83.5	94.5	-96.5	89.5	88.5	-86.5
Ticlopidine	83.5	94.5	-96.5	89.5	-91	-86.5
Tienilic_acid	83.5	94.5	-96.5	89.5	-118.5	-86.5
Timolol	83.5	94.5	-96.5	89.5	-118.5	-86.5
Torasemide	83.5	94.5	-96.5	89.5	-112.5	-86.5
Treprostinil	83.5	94.5	-96.5	89.5	94	-86.5
Triamterene	83.5	94.5	-96.5	89.5	-91	-86.5
Valsartan	-170.5	-171.5	96.5	-169.5	97	176.5
Warfarin	83.5	94.5	-96.5	89.5	-102	-86.5
