ad	density	cc	spath	eigencentr	betwcentr
Acebutolol	-86	94.5	97.5	89.5	-136	-88
Acetylsalicylic_acid	-86	94.5	97.5	89.5	89	-88
Alprenolol	-86	94.5	97.5	89.5	108	-88
Amiloride	-86	94.5	97.5	89.5	108	-88
Amlodipine	130.5	134.5	137.5	132.5	-87	127.5
Atenolol	-86	94.5	97.5	89.5	-70.5	-88
Atorvastatin	-86	94.5	97.5	89.5	-136	-88
Benazepril	-86	94.5	97.5	89.5	-120.5	-88
Bendroflumethiazide	-86	94.5	97.5	89.5	89	-88
Betaxolol	-86	94.5	97.5	89.5	-105.5	-88
Bezafibrate	132	136	139.5	135.5	125	130.5
Bisoprolol	-129.5	-132.5	-134.5	-131.5	-113	134
Bumetanide	-86	94.5	97.5	89.5	-107.5	-88
Canrenoic_acid	-86	94.5	97.5	89.5	124.5	-88
Captopril	-86	94.5	97.5	89.5	-84.5	-88
Carteolol	-132.5	-135.5	-136.5	134	-151	-134.5
Carvedilol	-86	94.5	97.5	89.5	-85.5	-88
Cerivastatin	125	-90	-95	-87	-85.5	129.5
Chlorhexidine	131	137	-48.5	132	144	135
Chlorthalidone	-86	94.5	97.5	89.5	-101	-88
Cilnidipine	-133.5	-134.5	52.5	-131.5	-169.5	-132.5
Cilostazol	-86	94.5	97.5	89.5	-85.5	-88
Clofibrate	-86	94.5	97.5	89.5	117	-88
Clopidogrel	-86	94.5	97.5	89.5	89	-88
Cyclopenthiazide	-86	94.5	97.5	89.5	152.5	-88
Digoxin	133.5	137.5	140.5	134.5	124	132.5
Dipyridamole	-86	94.5	97.5	89.5	-107.5	-88
Dobutamine	-86	94.5	97.5	89.5	167	-88
Dopamine	-86	94.5	97.5	89.5	-84.5	-88
Enalapril	-86	94.5	97.5	89.5	94	-88
Eprosartan	-86	94.5	97.5	89.5	89	-88
Esmolol	-86	94.5	97.5	89.5	124.5	-88
Etacrynic_acid	-86	94.5	97.5	89.5	-84.5	-88
Etilefrine	-86	94.5	97.5	89.5	124.5	-88
Ezetimibe	-86	94.5	97.5	89.5	108	-88
Felodipine	-86	94.5	97.5	89.5	-120.5	-88
Fenofibrate	-86	94.5	97.5	89.5	-94	-88
Fenoldopam	-86	94.5	97.5	89.5	-84.5	-88
Gemfibrozil	-86	94.5	97.5	89.5	-120.5	-88
Hydroflumethiazide	-86	94.5	97.5	89.5	-101	-88
Iloprost	-86	94.5	97.5	89.5	117	-88
Indapamide	-86	94.5	97.5	89.5	124.5	-88
Irbesartan	-128.5	-131.5	-55.5	131	74	-131.5
Isradipine	-86	94.5	97.5	89.5	91	-88
Labetalol	-86	-90	-95	-87	-49.5	128.5
Losartan	-86	94.5	97.5	89.5	-120.5	-88
Lovastatin	-86	94.5	97.5	89.5	105	-88
Menadione	-127	-130	57	-130.5	-115	-132.5
Mephentermine	-86	94.5	97.5	89.5	-120.5	-88
Metolazone	-46.5	-49.5	54.5	49	-33	129
Metoprolol	-86	94.5	97.5	89.5	69.5	-88
Midodrine	-86	94.5	97.5	89.5	89	-88
Milrinone	-86	94.5	97.5	89.5	-120.5	-88
Moexipril	-86	94.5	97.5	89.5	117	-88
Nadolol	-86	94.5	97.5	89.5	139	-88
Niacin	-86	94.5	97.5	89.5	-101	-88
Nicardipine	-86	94.5	97.5	89.5	117	-88
Nicotinyl_alcohol	-86	94.5	97.5	89.5	124.5	-88
Nifedipine	-86	94.5	97.5	89.5	105	-88
Nimodipine	-131.5	-134.5	-137.5	133	-98	-133.5
Nitrendipine	-86	94.5	97.5	89.5	117	-88
Nitrofural	-86	94.5	97.5	89.5	-91.5	-88
Olmesartan	-86	94.5	97.5	89.5	-107.5	-88
Ouabain	-86	94.5	97.5	89.5	89	-88
Oxprenolol	-86	94.5	97.5	89.5	91	-88
Perindopril	84.5	94.5	97.5	89.5	89	-129.5
Pindolol	-86	94.5	97.5	89.5	-66	-88
Piretanide	132	136	138.5	133.5	123	131.5
Practolol	-86	94.5	97.5	89.5	105	-88
Pravastatin	-86	94.5	97.5	89.5	-120.5	-88
Probucol	-86	94.5	97.5	89.5	-101	-88
Propranolol	-86	94.5	97.5	89.5	-120.5	-88
Quinapril	-86	94.5	97.5	89.5	124.5	-88
Quinethazone	-127	-130	97.5	-127.5	-152	-130.5
Ramipril	-131.5	-132.5	53.5	129.5	172	-130.5
Rivaroxaban	-86	94.5	97.5	89.5	-101	-88
Rosuvastatin	-130.5	-133.5	-135.5	-132.5	-114	-135.5
Simvastatin	-86	94.5	97.5	89.5	117	-88
Sotalol	-86	94.5	97.5	89.5	-122	-88
Spironolactone	130	136	-51.5	-46.5	142	131
Synephrine	-86	94.5	97.5	89.5	89	-88
Telmisartan	168	10	-94	6	9	86
Ticlopidine	-86	94.5	97.5	89.5	-141.5	-88
Tienilic_acid	-86	94.5	97.5	89.5	89	-88
Timolol	-86	94.5	97.5	89.5	-101	-88
Torasemide	126.5	-90	-95	-87	-84.5	-88
Treprostinil	-86	94.5	97.5	89.5	143.5	-88
Triamterene	-132.5	-133.5	54.5	-133.5	-168.5	-131.5
Valsartan	-86	94.5	97.5	89.5	89	-88
Warfarin	-86	94.5	97.5	89.5	-101	-88
