ad	density	cc	spath	eigencentr	betwcentr
Acebutolol	-90	-100	-100	-95	132.5	-92
Acetylsalicylic_acid	-90	-100	-100	-95	92	-92
Alprenolol	-90	-100	-100	-95	-135	-92
Amiloride	-51.5	-57.5	57.5	-54	-71	129.5
Amlodipine	-90	-100	-100	-95	-135	-92
Atenolol	-90	-100	-100	-95	132.5	-92
Atorvastatin	-90	-100	-100	-95	-99	-92
Benazepril	-90	-100	-100	-95	-100	-92
Bendroflumethiazide	-135.5	52	-52.5	-139.5	-84.5	-49.5
Betaxolol	-90	-100	-100	-95	75	-92
Bezafibrate	-90	-100	-100	-95	-99	-92
Bisoprolol	-90	-100	-100	-95	92	-92
Bumetanide	-90	-100	-100	-95	132.5	-92
Canrenoic_acid	-90	-100	-100	-95	132.5	-92
Captopril	-133	-56	-141.5	-51.5	-159	-136.5
Carteolol	-90	-100	-100	-95	-117.5	-92
Carvedilol	-129	-61	-58.5	134.5	-78	-130.5
Cerivastatin	-90	-100	-100	-95	-99	-92
Chlorhexidine	-48.5	-54.5	-54	-52	-36	-53
Chlorthalidone	-132.5	-138.5	-138.5	-133.5	-155	-134.5
Cilnidipine	-90	-100	-100	-95	92	-92
Cilostazol	130	-100	-100	-95	-64	129
Clofibrate	-90	-100	-100	-95	-117.5	-92
Clopidogrel	-90	-100	-100	-95	-149.5	-92
Cyclopenthiazide	-90	-100	-100	-95	132.5	-92
Digoxin	134	139	137	135	-153.5	133
Dipyridamole	-130.5	-62.5	136	136	78.5	-132.5
Dobutamine	135	140	139	136	119	134
Dopamine	-90	-100	-100	-95	-149.5	-92
Enalapril	-90	-100	-100	-95	-100	-92
Eprosartan	-90	-100	-100	-95	-81.5	-92
Esmolol	-90	-100	-100	-95	-149.5	-92
Etacrynic_acid	-90	-100	-100	-95	132.5	-92
Etilefrine	-90	-100	-100	-95	-99	-92
Ezetimibe	-90	-100	-100	-95	132.5	-92
Felodipine	-129	-61	-60.5	134.5	-79	-131.5
Fenofibrate	-46	-52	-57.5	52	72	-48.5
Fenoldopam	-90	-100	-100	-95	-135	-92
Gemfibrozil	-90	-100	-100	-95	-117.5	-92
Hydroflumethiazide	-90	-100	-100	-95	115.5	-92
Iloprost	-90	-100	-100	-95	132.5	-92
Indapamide	-90	-100	-100	-95	92	-92
Irbesartan	-90	-100	-100	-95	-149.5	-92
Isradipine	-48.5	-54.5	-54	-52	70	-53
Labetalol	-136.5	-58.5	-53.5	-140.5	-41	-135.5
Losartan	-90	-100	-100	-95	57	-92
Lovastatin	-90	-100	-100	-95	-100	-92
Menadione	-90	-100	-100	-95	110	-92
Mephentermine	-90	-100	-100	-95	132.5	-92
Metolazone	-90	-100	-100	-95	132.5	-92
Metoprolol	-90	-100	-100	-95	132.5	-92
Midodrine	-90	-100	-100	-95	57	-92
Milrinone	-90	-100	-100	-95	110	-92
Moexipril	91	12	-19	88.5	18	174.5
Nadolol	-90	-100	-100	-95	-135	-92
Niacin	-90	-100	-100	-95	-99	-92
Nicardipine	-90	-100	-100	-95	97.5	-92
Nicotinyl_alcohol	-90	-100	-100	-95	110	-92
Nifedipine	-133.5	-139.5	-137.5	-134.5	-120	-135.5
Nimodipine	-90	-100	-100	-95	173	-92
Nitrendipine	136	141	138	-138	155	135
Nitrofural	-90	-100	-100	-95	132.5	-92
Olmesartan	-133	57.5	-55	-138	-57	-134
Ouabain	-90	-100	-100	-95	132.5	-92
Oxprenolol	-90	-100	-100	-95	-100	-92
Perindopril	-90	-100	-100	-95	132.5	-92
Pindolol	-90	-100	-100	-95	-135	-92
Piretanide	88	99	97	94	92	87
Practolol	-90	-100	-100	-95	-81	-92
Pravastatin	88	99	97	94	97.5	87
Probucol	-90	-100	-100	-95	-107	-92
Propranolol	-131.5	-137.5	97	94	-77	-133.5
Quinapril	-90	-100	-100	-95	110	-92
Quinethazone	-90	-100	-100	-95	-135	-92
Ramipril	-90	-100	-100	-95	-135	-92
Rivaroxaban	-90	-100	-100	-95	132.5	-92
Rosuvastatin	-90	-100	-100	-95	-122	-92
Simvastatin	-90	-100	-100	-95	92	-92
Sotalol	-90	-100	-100	-95	-175.5	-92
Spironolactone	132	138	138	137	135	132
Synephrine	-90	-100	-100	-95	-135	-92
Telmisartan	130.5	59.5	137	55	134	131
Ticlopidine	131.5	57.5	-58	53.5	-72	130
Tienilic_acid	-90	-100	-100	-95	132.5	-92
Timolol	-90	-100	-100	-95	-100	-92
Torasemide	-90	-100	-100	-95	-149.5	-92
Treprostinil	128	-59.5	-52.5	133	-76	-129.5
Triamterene	-90	-100	-100	-95	92	-92
Valsartan	-90	-100	-100	-95	110	-92
Warfarin	-90	-100	-100	-95	-135	-92
