BCAR3	-0.0345111200163274
PFKFB1	0.410758456973624
CD4	4
PLEKHB2	0.152262465554974
TAS2R20	1.48022203527939
OPTC	-4
FTHL17	4
TAX1BP3	-0.281961400799228
PCSK9	-4
HMG20B	-0.691331675799709
LZTR1	-0.213748156078518
LPGAT1	0.390922520077523
CALY	-0.132314014083544
ABRA	4
FCHO2	0.342453286327751
TENM4	-0.126627188077468
CASP6	0.025834830194828
SLC35F6	-0.273471970218993
SYNGR1	-0.286843611731794
TIAL1	0.242197350695459
ILDR2	-1.09302844205527
ISLR2	-2.08347692024791
OPRD1	-1.60504569711111
RARRES1	4
GRPEL2	0.573362181408375
TPD52L1	0.222846747479859
SALL4	1.02659946156279
ERLEC1	0.299238841876735
NEK1	0.574102977794281
OSBPL1A	-0.111280733938193
EVI5L	-0.544918393165089
METTL21A	0.365086598672068
EPPK1	-0.0909481400086333
SYNE3	0.440610856936503
CDCP2	4
ITPKB	0.126812188340242
IMPDH2	-0.205054269788414
RNASE10	4
ABHD12	-0.284014848313829
PRMT7	-0.302809797451762
IL2RB	-0.510812326682757
CD27	4
SNX30	0.252146028423114
DTX1	-0.131865452275031
MLX	-0.233100389281152
NYAP1	0.493923673083476
SNAI3	-0.454729911019151
TOP3B	-0.126602216849957
FAM240A	4
PLPBP	0.356588725596269
BCR	-0.165652496762401
SP3	0.266589871857779
LSM10	-0.346537399784082
COL3A1	-0.783780320621191
FBXL22	-0.071351961716833
HIP1R	-0.338168811598999
PDSS2	0.0694790806911054
FAHD1	-0.154957924921407
REG3G	4
TCEANC	0.768976242032762
RAB42	0.362308283225369
ROR1	-0.0029499243327539
STK32A	0.0114820106098069
IGSF22	4
C12orf56	4
TVP23A	4
CTNND1	0.255977922018114
IQGAP3	0.0557512923206803
LOC107985022	-4
DNAJC28	1.53614179837061
EHMT2	-0.453343157564585
BRICD5	-0.547560987141071
MAD2L2	-0.282089110196291
SETD9	0.124531436072341
ZNF513	-0.269653611877134
GJB1	4
RBM15B	-0.186131857971327
DPM2	-0.249343537160717
VIP	4
SLC35G5	-2.16227070690782
POM121L12	4
KCNN3	1.57417731612577
LCP2	4
PSMD12	0.240523970429211
MAP1S	-0.28966053366428
RSBN1L	0.154929370856758
NACA2	1.20765481073532
GAGE12D	4
MB	-0.440665776955671
ACCSL	4
ESX1	4
USP45	0.146940904218729
ITGA9	1.01753449495288
MTMR3	-0.0282194090720459
USF2	-0.443791217066606
TMEM221	-0.31181518400688
ZCCHC11	0.707311785749273
CNTNAP2	0.124570520944293
TTC39B	0.609558087363752
PARVB	0.234228345826896
PCNX3	-0.305282699751855
C1orf226	-0.188722796596431
CRELD1	-0.0956322958328617
SIRPD	4
OR52E4	4
LOC107985115	-0.639676211780015
LOC105373395	4
TCEAL4	0.429354924631781
TOR4A	-0.09561338799089
NEIL2	0.136029291577626
TMPRSS11B	4
RDM1	0.221020438568812
PDE9A	0.0507957302432976
WDR31	0.245939724675024
VAT1	-0.135264559687946
KCNC4	0.223992051191571
SPO11	4
ERP27	0.0731492845140667
ATP10A	4
SLITRK2	4
XKR9	-0.0500385879557784
LOC107986113	0.0811402435393822
