ad	density	cc	spath	eigencentr	betwcentr
drug_1	312.5	497.5	-520	466.5	542.5	-724.5
drug_10	632	-464	437.5	316	-582.5	649.5
drug_100	-412.5	497.5	437.5	-522	-656	-540.5
drug_101	312.5	497.5	437.5	466.5	612	-419
drug_102	312.5	-550	-650.5	466.5	485.5	-670
drug_103	-645	-778	-733.5	-636	-774	-780
drug_104	-538	-650	-444.5	-602.5	-884.5	-581
drug_105	312.5	-550	-650.5	466.5	360	-670
drug_106	312.5	497.5	-560	466.5	542.5	341.5
drug_107	-370	497.5	437.5	-518	641	-371
drug_108	312.5	497.5	-560	466.5	-541	341.5
drug_109	-370	497.5	437.5	-518	641	-371
drug_11	594.5	647.5	-451	647.5	-538.5	596
drug_110	312.5	497.5	-517	-503.5	-646.5	-359.5
drug_111	-462	-680	-490.5	466.5	-659	-494
drug_112	-462	-680	-490.5	466.5	-659	-494
drug_113	312.5	497.5	-517	-503.5	-646.5	-359.5
drug_114	-570	-600	437.5	466.5	641	-604.5
drug_115	-538	-650	-441	466.5	-722.5	-413.5
drug_116	-538	-650	-441	466.5	-871	-413.5
drug_117	-528.5	497.5	437.5	466.5	-708	-546.5
drug_118	-486	497.5	437.5	-605.5	-689.5	-575.5
drug_119	-538	-650	-441	466.5	-871	-413.5
drug_12	594.5	647.5	-461	647.5	-296	-700.5
drug_120	-462	-680	-490.5	466.5	-659	-494
drug_121	-462	-680	-490.5	466.5	-659	-494
drug_122	-528.5	497.5	437.5	466.5	-707	-546.5
drug_123	312.5	497.5	-517	-503.5	-646.5	-359.5
drug_124	-462	-680	-490.5	466.5	641	-494
drug_125	-538	-650	-441	466.5	844	-413.5
drug_126	-598.5	-595.5	437.5	-533.5	-758	-697.5
drug_127	-486	497.5	437.5	-605.5	-841	-575.5
drug_128	312.5	497.5	-517	-503.5	458	-359.5
drug_129	-462	-680	-490.5	466.5	-659	-494
drug_13	866	588	671.5	579	519.5	884.5
drug_130	-462	-680	-490.5	466.5	-659	-494
drug_131	-602	-714	437.5	-500	-762	-628
drug_132	-576	-721	437.5	466.5	-634	-526
drug_133	312.5	497.5	-616	-482.5	-671	-556.5
drug_134	-576	-721	437.5	466.5	-749	-526
drug_135	312.5	-550	-650.5	466.5	-452	-670
drug_136	-602	-714	437.5	-500	-608	-628
drug_137	-598.5	-595.5	437.5	-533.5	-757	-697.5
drug_138	-538	-650	-441	466.5	-722.5	-413.5
drug_139	-462	-680	-490.5	466.5	-659	-494
drug_14	-897	-513	-683	-871	-557	898.5
drug_140	-602	-714	437.5	-500	641	-628
drug_141	-462	-680	-490.5	466.5	-659	-494
drug_142	564	-418	437.5	-537	-203	649.5
drug_143	-668.5	-791.5	-725	-673.5	336.5	-792.5
drug_144	495	-491.5	-550	609	-337.5	-731.5
drug_145	495	-491.5	-550	609	-486.5	-731.5
drug_146	495	-409	437.5	609	-306	-744
drug_147	-503	-464	437.5	609	-381	-742
drug_148	-516	-637	437.5	-596	-686	-517.5
drug_149	495	-491.5	-550	609	-489	-731.5
drug_15	828.5	881.5	671.5	910.5	590.5	831
drug_150	-668.5	-791.5	-725	-673.5	-176	-792.5
drug_151	495	-491.5	-550	609	-340	-731.5
drug_152	495	-597.5	437.5	609	-470	-727
drug_153	495	-491.5	-550	609	484.5	-731.5
drug_154	564	-522.5	437.5	-616	-554	649.5
drug_155	668	-787	-727.5	-661	-412	-795
drug_156	495	-509	-546.5	609	-504	-749
