ad	density	cc	spath	eigencentr	betwcentr
drug_1	591	580	719	614	622	684
drug_10	730.5	744.5	673.5	751.5	711.5	726.5
drug_100	351	434	451	434	386.5	-362
drug_101	351	434	451	434	595	-362
drug_102	454	516	516	467	627	360
drug_103	322	343	355	347	486.5	-527
drug_104	322	343	355	347	-228.5	-527
drug_105	425.5	468.5	479.5	383.5	503.5	514.5
drug_106	322	343	355	347	412.5	-527
drug_107	351	434	451	434	-489.5	340
drug_108	322	343	355	347	270.5	-527
drug_109	322	343	355	347	273.5	-527
drug_11	322	343	431	420	507	457
drug_110	-529	-521	-521.5	-381.5	-810.5	576.5
drug_111	386	385	-398.5	-373.5	-528	415
drug_112	-460.5	-402.5	-390.5	-439.5	-509	415
drug_113	-499.5	-334.5	-363	-490	-364	423
drug_114	-529	-521	-521.5	-381.5	-609.5	576.5
drug_115	386	385	-398.5	-373.5	-530	415
drug_116	-465.5	-497.5	-418	-337	-613.5	582
drug_117	-597	-543.5	-504.5	-416.5	-759.5	502
drug_118	386	385	-398.5	-373.5	-529	415
drug_119	-458.5	-366.5	-462.5	-412.5	-489	386
drug_12	425.5	468.5	506	457	-541	381
drug_120	-629	-594	-515.5	-522.5	-591	502
drug_121	-597	-543.5	-504.5	-416.5	-594	502
drug_122	-529	-521	-521.5	-381.5	-771.5	576.5
drug_123	-523	-513	-407.5	-377.5	-603	560.5
drug_124	-465.5	-497.5	-418	-337	-615	582
drug_125	-521	-420	-466.5	-511.5	-275	386
drug_126	-458.5	-366.5	-462.5	-412.5	-491	386
drug_127	-365	-359	-509	-376	-556	462
drug_128	-529	-521	-521.5	-381.5	-607.5	576.5
drug_129	-499.5	-334.5	-363	-490	-363	423
drug_13	527.5	533.5	558.5	558.5	668	658.5
drug_130	351	434	503	-340	-584	439
drug_131	-609	-515	-402	-502	-510	557
drug_132	-529	-521	-521.5	-381.5	-605	576.5
drug_133	-609	-515	-402	-502	-511	557
drug_134	-365	-359	-509	-376	-555	462
drug_135	-465.5	-497.5	-418	-337	-613.5	582
drug_136	-465.5	-497.5	-418	-337	-612	582
drug_137	-597	-543.5	-504.5	-416.5	-759.5	502
drug_138	-529	-521	-521.5	-381.5	-611	576.5
drug_139	-458.5	-366.5	-462.5	-412.5	-309	386
drug_14	527.5	533.5	558.5	558.5	598.5	658.5
drug_140	-529	-521	-521.5	-381.5	-607.5	576.5
drug_141	351	434	503	-340	-583	439
drug_142	-949	-933	-929	-951	-911	508
drug_143	-958	-939	-926	-958	-916	-539
drug_144	-932	-890	-905.5	-927.5	-886	-528.5
drug_145	-956.5	-946.5	-934.5	-956.5	-886	-531.5
drug_146	-958	-939	-926	-958	-880.5	-539
drug_147	-960	-959	-932	-961	-936.5	-535
drug_148	-930.5	-904.5	-906.5	-915.5	-882	-505.5
drug_149	-925.5	-885.5	-877.5	-896.5	-919	-522.5
drug_15	322	343	431	420	-427.5	457
drug_150	-952.5	-913.5	-927.5	-953.5	-933	-533.5
drug_151	-929.5	-881.5	-899.5	-893.5	-869	-525.5
drug_152	-833.5	-671.5	-838.5	-638.5	-676	505.5
drug_153	-949	-933	-929	-951	-885	508
drug_154	-950.5	-909.5	-907.5	-949.5	-921	-530.5
drug_155	-947.5	-903.5	-904.5	-948.5	-858	-536.5
drug_156	570	485	-859	970.5	971	919
drug_157	-960	-959	-932	-961	-900	-535
drug_158	-955.5	-960.5	-930.5	-959.5	-938	-510.5
drug_159	-951.5	-940.5	-935.5	-952.5	-888	-511.5
drug_16	527.5	533.5	558.5	558.5	668	658.5
drug_160	-945	-915	-893.5	-930.5	-887	-523.5
drug_161	-954.5	-947.5	-933.5	-955.5	-935	-527.5
drug_162	-953.5	-931.5	-922.5	-954.5	-934	-537.5
drug_163	-926.5	-798.5	-855.5	-844.5	-778	522.5
drug_164	-914.5	-788.5	-891.5	-877.5	-836	-524.5
drug_165	-735.5	-535.5	-853.5	-506.5	-541	-435.5
drug_166	-946.5	-908.5	-923.5	-936.5	-871	-526.5
drug_167	-719.5	-475.5	-616.5	-480.5	-467	466.5
drug_168	-932	-890	-924.5	-905.5	-898	-504.5
drug_169	-897.5	-883.5	-895.5	-894.5	-851	-497.5
drug_17	535	562	586	565	530	584.5
drug_170	-894.5	-888.5	-921.5	-895.5	-843	-477.5
drug_171	386	-398.5	474.5	-479	424.5	395.5
drug_172	-545.5	-559.5	-598.5	-601.5	-506.5	494
drug_173	-597	-543.5	-511.5	-622.5	593.5	544.5
drug_174	386	-398.5	474.5	-479	424.5	395.5
