ad	density	cc	spath	eigencentr	betwcentr
drug_1	765	600	491	604	706.5	418
drug_10	-520	-633	-726	-618	-841.5	-531
drug_100	691	-576.5	628.5	-660.5	565.5	-637.5
drug_101	726	678	694	673	855.5	688
drug_102	568	603	600	591	-604.5	568
drug_103	-675	-716	632	-705	-544.5	-663
drug_104	688.5	-571.5	637.5	-572.5	664.5	-591.5
drug_105	576.5	434.5	-468.5	-318.5	-306.5	720.5
drug_106	726	678	694	673	778	688
drug_107	726	678	694	673	534.5	688
drug_108	726	678	694	673	-573.5	688
drug_109	737.5	619.5	617.5	-312.5	511.5	777.5
drug_11	731.5	683.5	671.5	680.5	700.5	703.5
drug_110	-272	759	786	737	790	-288
drug_111	446	879	877	880	913.5	339
drug_112	-272	759	786	737	790	-288
drug_113	-272	759	786	737	790.5	-288
drug_114	-272	759	786	737	800	-288
drug_115	-272	759	786	737	800	-288
drug_116	-272	759	786	737	754	-288
drug_117	-272	759	786	737	749.5	-288
drug_118	284	658	549	659	722.5	106
drug_119	-272	759	786	737	770	-288
drug_12	524	-436	-630	-428	-639	346
drug_120	-272	759	786	737	770	-288
drug_121	-373	865	915	861	809	-387
drug_122	-272	759	786	737	853.5	-288
drug_123	-272	759	786	737	769.5	-288
drug_124	-272	759	786	737	813.5	-288
drug_125	-272	759	786	737	806	-288
drug_126	-272	759	786	737	754	-288
drug_127	-397.5	519.5	671.5	537.5	572	-401.5
drug_128	-272	759	786	737	840.5	-288
drug_129	-272	759	786	737	723.5	-288
drug_13	875.5	900.5	411.5	895	462.5	762.5
drug_130	284	658	549	659	707	106
drug_131	-272	759	786	737	810.5	-288
drug_132	-272	759	786	737	784	-288
drug_133	-272	759	786	737	829	-288
drug_134	-272	759	786	737	800	-288
drug_135	-397.5	519.5	671.5	537.5	549.5	-401.5
drug_136	-272	759	786	737	764	-288
drug_137	-397.5	519.5	671.5	537.5	527	-401.5
drug_138	-272	759	786	737	800	-288
drug_139	302.5	819.5	689.5	808.5	937	214.5
drug_14	864.5	862.5	426.5	533.5	288.5	965.5
drug_140	-272	759	786	737	774.5	-288
