ad	density	cc	spath	eigencentr	betwcentr
drug_1	-743.5	904.5	894.5	912	-706	-236.5
drug_10	-689.5	941.5	912.5	-912.5	683.5	-143.5
drug_100	-690	-639	-653	-653	500.5	-384
drug_101	-690	-639	-653	-653	-570.5	-384
drug_102	-690	-639	-653	-653	-569	-384
drug_103	-706	-453	-465.5	512.5	405	-414.5
drug_104	-706	-453	-465.5	512.5	357	-414.5
drug_105	-706	-453	-465.5	512.5	322	-414.5
drug_106	-690	-639	-653	-653	555.5	-384
drug_107	-690	-639	-653	-653	-622.5	-384
drug_108	-706	-453	-465.5	512.5	-453.5	-414.5
drug_109	-690	-639	-653	-653	495.5	-384
drug_11	-752	-933	932	949	-967.5	-518
drug_110	-393	-341	-455	356	-277.5	799
drug_111	345.5	-519.5	-571.5	-482.5	494.5	-671.5
drug_112	345.5	-519.5	-571.5	-482.5	494.5	-671.5
drug_113	345.5	-519.5	-571.5	-482.5	-519.5	-671.5
drug_114	345.5	-519.5	-571.5	-482.5	-446	-671.5
drug_115	345.5	-519.5	-571.5	-482.5	494.5	-671.5
drug_116	-393	-341	-455	356	-326	799
drug_117	345.5	-519.5	-571.5	-482.5	535.5	-671.5
drug_118	345.5	-519.5	-571.5	-482.5	-546.5	-671.5
drug_119	345.5	-519.5	-571.5	-482.5	461	-671.5
drug_12	-752	-933	932	949	-985	-518
drug_120	345.5	-519.5	-571.5	-482.5	494.5	-671.5
drug_121	-393	-341	-455	356	-406	799
drug_122	345.5	-519.5	-571.5	-482.5	494.5	-671.5
drug_123	345.5	-519.5	-571.5	-482.5	494.5	-671.5
drug_124	345.5	-519.5	-571.5	-482.5	-490	-671.5
drug_125	345.5	-519.5	-571.5	-482.5	595	-671.5
drug_126	345.5	-519.5	-571.5	-482.5	-591.5	-671.5
drug_127	-393	-341	-455	356	-335	799
drug_128	-393	-341	-455	356	-406	799
drug_129	-393	-341	-455	356	-293.5	799
drug_13	-743.5	904.5	894.5	912	-696.5	-236.5
drug_130	345.5	-519.5	-571.5	-482.5	478.5	-671.5
drug_131	345.5	-519.5	-571.5	-482.5	-447	-671.5
drug_132	-393	-341	-455	356	-455	799
drug_133	345.5	-519.5	-571.5	-482.5	535.5	-671.5
drug_134	-393	-341	-455	356	-453.5	799
drug_135	345.5	-519.5	-571.5	-482.5	-416.5	-671.5
drug_136	345.5	-519.5	-571.5	-482.5	-591.5	-671.5
drug_137	345.5	-519.5	-571.5	-482.5	580	-671.5
drug_138	-393	-341	-455	356	-398.5	799
drug_139	345.5	-519.5	-571.5	-482.5	-464	-671.5
drug_14	-752	-933	932	949	-971.5	-518
drug_140	-393	-341	-455	356	-406	799
drug_141	345.5	-519.5	-571.5	-482.5	432	-671.5
drug_142	654	431	-452.5	419.5	368	633.5
drug_143	-544	-760	-812	-723	759.5	-474
drug_144	-617.5	-581.5	-695.5	626.5	-534.5	571.5
drug_145	714.5	605.5	-605.5	-554.5	622	453.5
drug_146	-617.5	-581.5	-695.5	626.5	-534.5	571.5
drug_147	654	431	-452.5	419.5	451	633.5
drug_148	654	431	-452.5	419.5	-377	633.5
drug_149	-544	-760	-812	-723	626	-474
drug_15	-689.5	941.5	912.5	-912.5	702.5	-143.5
drug_150	714.5	605.5	-605.5	-554.5	720	453.5
drug_151	714.5	605.5	-605.5	-554.5	695	453.5
drug_152	-544	-760	-812	-723	759.5	-474
drug_153	-544	-760	-812	-723	709	-474
drug_154	-544	-760	-812	-723	838	-474
drug_155	714.5	605.5	-605.5	-554.5	695	453.5
drug_156	714.5	605.5	-605.5	-554.5	622	453.5
drug_157	714.5	605.5	-605.5	-554.5	568	453.5
drug_158	714.5	605.5	-605.5	-554.5	661.5	453.5
drug_159	-617.5	-581.5	-695.5	626.5	-626.5	571.5
drug_16	-752	-933	932	949	-984	-518
drug_160	714.5	605.5	-605.5	-554.5	661.5	453.5
drug_161	-544	-760	-812	-723	750	-474
drug_162	714.5	605.5	-605.5	-554.5	505.5	453.5
drug_163	654	431	-452.5	419.5	446	633.5
drug_164	-544	-760	-812	-723	-614	-474
drug_165	714.5	605.5	-605.5	-554.5	505.5	453.5
drug_166	714.5	605.5	-605.5	-554.5	-525.5	453.5
drug_167	714.5	605.5	-605.5	-554.5	513.5	453.5
drug_168	654	431	-452.5	419.5	451	633.5
drug_169	714.5	605.5	-605.5	-554.5	534.5	453.5
drug_17	-752	-933	932	949	-978.5	-518
drug_170	714.5	605.5	-605.5	-554.5	588.5	453.5
drug_171	827.5	769.5	691	796.5	775.5	-332.5
drug_172	850	826	725	-798	822	-301
drug_173	-787.5	755.5	683.5	840.5	713.5	-687.5
drug_174	819.5	756.5	682.5	807.5	768.5	-397.5
drug_175	850	826	725	-798	811.5	-301
drug_176	827.5	769.5	691	796.5	728.5	-332.5
drug_177	827.5	769.5	698.5	796.5	876.5	411.5
drug_178	-839.5	-832.5	758.5	-832.5	844.5	-536.5
drug_179	850	826	725	-798	884.5	-301
drug_18	-725	-947	946	-947	-905	-379
drug_180	827.5	769.5	698.5	796.5	852.5	411.5
drug_181	850	826	725	-798	805	-301
drug_182	850	826	725	-798	739	-301
drug_183	827.5	769.5	691	796.5	785.5	-332.5
drug_184	850	826	725	-798	757.5	-301
drug_185	827.5	769.5	691	796.5	836	-332.5
drug_186	-851	760	702	833.5	799	-589
drug_187	850	826	725	-798	811.5	-301
drug_188	827.5	769.5	691	796.5	829	-332.5
drug_189	827.5	769.5	698.5	796.5	802	411.5
drug_19	-689.5	941.5	912.5	-912.5	690.5	-143.5
drug_190	850	826	725	-798	822	-301
drug_191	-747	885	878.5	-928	654.5	51.5
drug_192	827.5	769.5	691	796.5	778.5	-332.5
drug_193	850	826	725	-798	811.5	-301
drug_194	850	826	725	-798	830.5	-301
drug_195	850	826	725	-798	739	-301
drug_196	827.5	769.5	691	796.5	674	-332.5
drug_197	827.5	769.5	691	796.5	858.5	-332.5
drug_198	850	826	725	-798	747.5	-301
drug_199	-839.5	-832.5	758.5	-832.5	-802.5	-536.5
drug_2	-689.5	941.5	912.5	-912.5	711	-143.5
drug_20	-689.5	941.5	912.5	-912.5	687.5	-143.5
drug_200	-851	760	702	833.5	717.5	-589
drug_201	345.5	-519.5	-571.5	-482.5	-522	-671.5
drug_202	345.5	-519.5	-571.5	-482.5	553.5	-671.5
drug_203	-393	-341	-455	356	-390.5	799
drug_204	345.5	-519.5	-571.5	-482.5	461	-671.5
drug_205	-393	-341	-455	356	-374.5	799
drug_206	-393	-341	-455	356	-385.5	799
drug_207	345.5	-519.5	-571.5	-482.5	535.5	-671.5
drug_208	345.5	-519.5	-571.5	-482.5	451	-671.5
drug_209	-393	-341	-455	356	-434.5	799
drug_21	-743.5	904.5	894.5	912	-689.5	-236.5
drug_210	-393	-341	-455	356	-406	799
drug_211	345.5	-519.5	-571.5	-482.5	-574.5	-671.5
drug_212	345.5	-519.5	-571.5	-482.5	402.5	-671.5
drug_213	345.5	-519.5	-571.5	-482.5	-578.5	-671.5
drug_214	345.5	-519.5	-571.5	-482.5	-447	-671.5
drug_215	345.5	-519.5	-571.5	-482.5	535.5	-671.5
drug_216	-393	-341	-455	356	-406	799
drug_217	345.5	-519.5	-571.5	-482.5	437.5	-671.5
drug_218	345.5	-519.5	-571.5	-482.5	-563.5	-671.5
drug_219	345.5	-519.5	-571.5	-482.5	-573.5	-671.5
drug_22	388	856	600	470	658	159
drug_220	345.5	-519.5	-571.5	-482.5	566	-671.5
drug_221	-393	-341	-455	356	-343	799
drug_222	345.5	-519.5	-571.5	-482.5	-502.5	-671.5
drug_223	345.5	-519.5	-571.5	-482.5	535.5	-671.5
drug_224	345.5	-519.5	-571.5	-482.5	-519.5	-671.5
drug_225	-393	-341	-455	356	-415.5	799
drug_226	345.5	-519.5	-571.5	-482.5	-478	-671.5
drug_227	345.5	-519.5	-571.5	-482.5	-522	-671.5
drug_228	-393	-341	-455	356	348.5	799
drug_229	345.5	-519.5	-571.5	-482.5	539	-671.5
drug_23	-752	-933	932	949	-981	-518
drug_230	345.5	-519.5	-571.5	-482.5	535.5	-671.5
drug_231	-617.5	-581.5	-695.5	626.5	-602	571.5
drug_232	714.5	605.5	-605.5	-554.5	622	453.5
drug_233	714.5	605.5	-605.5	-554.5	-525.5	453.5
drug_234	-544	-760	-812	-723	750	-474
drug_235	654	431	-452.5	419.5	-380.5	633.5
drug_236	714.5	605.5	-605.5	-554.5	647	453.5
drug_237	714.5	605.5	-605.5	-554.5	672.5	453.5
drug_238	-617.5	-581.5	-695.5	626.5	-619	571.5
drug_239	-544	-760	-812	-723	-740	-474
drug_24	-752	-933	932	949	-973.5	-518
drug_240	-544	-760	-812	-723	709	-474
drug_241	714.5	605.5	-605.5	-554.5	588.5	453.5
drug_242	-544	-760	-812	-723	696	-474
drug_243	-544	-760	-812	-723	557	-474
drug_244	-544	-760	-812	-723	626	-474
drug_245	-544	-760	-812	-723	823	-474
drug_246	714.5	605.5	-605.5	-554.5	588.5	453.5
drug_247	-544	-760	-812	-723	-750	-474
drug_248	-544	-760	-812	-723	626	-474
drug_249	714.5	605.5	-605.5	-554.5	588.5	453.5
drug_25	395	353	564	-368	-614.5	493
drug_250	-544	-760	-812	-723	709	-474
drug_251	-544	-760	-812	-723	-740	-474
drug_252	-544	-760	-812	-723	750	-474
drug_253	-544	-760	-812	-723	709	-474
drug_254	714.5	605.5	-605.5	-554.5	588.5	453.5
drug_255	-544	-760	-812	-723	-698.5	-474
drug_256	714.5	605.5	-605.5	-554.5	539	453.5
drug_257	714.5	605.5	-605.5	-554.5	568	453.5
drug_258	-544	-760	-812	-723	823	-474
drug_259	714.5	605.5	-605.5	-554.5	622	453.5
drug_26	-401	-556	705	-500	-922.5	-504
drug_260	456.5	-185.5	-190	-268	421.5	825
drug_261	-481.5	-212.5	-275	265	271.5	-882
drug_262	517	335	-365	-314	407.5	681
drug_263	-519	-438	-429.5	-424.5	-509.5	-793.5
drug_264	456.5	-185.5	-190	-268	293	825
drug_265	456.5	-185.5	-190	-268	289	825
drug_266	-519	-438	-429.5	-424.5	-606	-793.5
drug_267	456.5	-185.5	-190	-268	-330.5	825
drug_268	-481.5	-212.5	-275	265	-272.5	-882
drug_269	456.5	-185.5	-190	-268	409	825
drug_27	395	353	564	-368	-647	493
drug_270	456.5	-185.5	-190	-268	350	825
drug_271	456.5	-185.5	-190	-268	293	825
drug_272	456.5	-185.5	-190	-268	-354.5	825
drug_273	-519	-438	-429.5	-424.5	-560	-793.5
drug_274	517	335	-365	-314	452	681
drug_275	-519	-438	-429.5	-424.5	-504.5	-793.5
drug_276	-481.5	-212.5	-275	265	-368.5	-882
drug_277	517	335	-365	-314	374	681
drug_278	-519	-438	-429.5	-424.5	-502	-793.5
drug_279	-519	-438	-429.5	-424.5	-558.5	-793.5
drug_28	395	353	564	-368	-636	493
drug_280	-481.5	-212.5	-275	265	-414.5	-882
drug_281	-519	-438	-429.5	-424.5	-509.5	-793.5
drug_282	456.5	-185.5	-190	-268	252.5	825
drug_283	456.5	-185.5	-190	-268	350	825
drug_284	-519	-438	-429.5	-424.5	-563.5	-793.5
drug_285	345.5	-519.5	-571.5	-482.5	539	-671.5
drug_286	-519	-438	-429.5	-424.5	-469.5	-793.5
drug_287	-481.5	-212.5	-275	265	-410.5	-882
drug_288	-519	-438	-429.5	-424.5	-606	-793.5
drug_289	-313.5	-303.5	504	-386	-583.5	475
drug_29	395	353	564	-368	-651	493
drug_290	714.5	605.5	-605.5	-554.5	647	453.5
drug_291	-617.5	-581.5	-695.5	626.5	588.5	571.5
drug_292	714.5	605.5	-605.5	-554.5	622	453.5
drug_293	654	431	-452.5	419.5	368	633.5
drug_294	714.5	605.5	-605.5	-554.5	639	453.5
drug_295	714.5	605.5	-605.5	-554.5	647	453.5
drug_296	714.5	605.5	-605.5	-554.5	639	453.5
drug_297	714.5	605.5	-605.5	-554.5	695	453.5
drug_298	714.5	605.5	-605.5	-554.5	588.5	453.5
drug_299	714.5	605.5	-605.5	-554.5	517	453.5
drug_3	-689.5	941.5	912.5	-912.5	711	-143.5
drug_30	281.5	278.5	464	267	-454.5	511
drug_300	714.5	605.5	-605.5	-554.5	539	453.5
drug_301	714.5	605.5	-605.5	-554.5	538.5	453.5
drug_302	714.5	605.5	-605.5	-554.5	622	453.5
drug_303	714.5	605.5	-605.5	-554.5	539	453.5
drug_304	714.5	605.5	-605.5	-554.5	588.5	453.5
drug_305	714.5	605.5	-605.5	-554.5	672.5	453.5
drug_306	714.5	605.5	-605.5	-554.5	568	453.5
drug_307	-544	-760	-812	-723	675.5	-474
drug_308	654	431	-452.5	419.5	516.5	633.5
drug_309	714.5	605.5	-605.5	-554.5	574	453.5
drug_31	-401	-556	705	-500	-922.5	-504
drug_310	714.5	605.5	-605.5	-554.5	534.5	453.5
drug_311	714.5	605.5	-605.5	-554.5	720	453.5
drug_312	714.5	605.5	-605.5	-554.5	568	453.5
drug_313	-617.5	-581.5	-695.5	626.5	-611	571.5
drug_314	714.5	605.5	-605.5	-554.5	647	453.5
drug_315	714.5	605.5	-605.5	-554.5	574	453.5
drug_316	714.5	605.5	-605.5	-554.5	647	453.5
drug_317	-617.5	-581.5	-695.5	626.5	515.5	571.5
drug_318	714.5	605.5	-605.5	-554.5	539	453.5
drug_319	-544	-760	-812	-723	-747	-474
drug_32	281.5	278.5	464	267	-448.5	511
drug_320	-777.5	-467.5	-441.5	553.5	-693.5	-693.5
drug_321	-743.5	-678.5	552.5	-622.5	-667.5	-626.5
