ad	density	cc	spath	eigencentr	betwcentr
Acebutolol	-166	-161	-169	-151.5	-170	-138
Acetylsalicylic_acid	-85.5	-95.5	-118.5	-91.5	-89	-73.5
Alprenolol	-65	-82	65	-68.5	93.5	-99.5
Amiloride	-159	-143	-95.5	-163.5	91	-163.5
Amlodipine	-54.5	-81.5	-90	-84	-126.5	-100
Atenolol	104	141	145	-130.5	122.5	115
Atorvastatin	116	140	142	126	115	145
Benazepril	-38.5	103	116	82	109	59
Bendroflumethiazide	100	139	134	121	136.5	-111
Betaxolol	76.5	64.5	116	77.5	-67	-102
Bezafibrate	-160.5	-158.5	-154.5	-164.5	118	-151.5
Bisoprolol	-171.5	-172.5	-148	-178	-156	-177
Bumetanide	96	98	-126	120	83	-96
Canrenoic_acid	136	114	143	97	125	109
Captopril	157	166	80	89	157	161
Carteolol	70	119	128	-54	122.5	97
Carvedilol	91.5	90.5	-114	79.5	-86	116
Cerivastatin	-150	-128	-101	-149.5	-145	91
Chlorhexidine	-142.5	-157.5	-150.5	-149.5	-154	-99.5
Chlorthalidone	93	85	-65	61	81	123
Cilnidipine	131	101	100	103	92	86
Cilostazol	-114	-61	111	-71	-55	128
Clofibrate	-138	142	134	-145.5	-116	123
Clopidogrel	-47	-90	104	-87	-110.5	-81
Cyclopenthiazide	-70	-73	71	-84	-124	-110
Digoxin	-88.5	-96.5	70	-101.5	95	93
Dipyridamole	-143	-149	-152	148	-120	-148
Dobutamine	-90.5	-77.5	-76	-108	-94	-134
Dopamine	-55.5	-96.5	-127	-84	-108	-81
Enalapril	-10.5	-46.5	-86.5	-45.5	-54	90
Eprosartan	-90.5	-99.5	-139.5	105	-111	-115.5
Esmolol	-93.5	131	138	-124	139	-116
Etacrynic_acid	-57	-55	-62	-66	-91.5	100
Etilefrine	134.5	114.5	-77	141	166	-106
Ezetimibe	-125	-119	-149	130	-117	-71
Felodipine	-68.5	-69.5	89	58	94.5	89
Fenofibrate	159	159	134	156	166	91
Fenoldopam	-112.5	82	-84	128	-91	-94
Gemfibrozil	-113	-135	-147	-120	-134.5	-112
Hydroflumethiazide	-97	-96	-89	-63	-123	-129
Iloprost	105	124	113.5	90.5	119	122.5
Indapamide	160	89	116	139	51	159
Irbesartan	-79.5	-103.5	136.5	-114	-87	-78
Isradipine	66.5	86.5	74	102	124.5	80
Labetalol	-80	-68	48.5	-68	-105	-53
Losartan	-76.5	-123.5	91.5	-129.5	-149.5	-105.5
Lovastatin	119	126	116.5	104.5	136	119.5
Menadione	116	134	119	-105	141	166
Mephentermine	-161	-124	-135	100	-95	-118
Metolazone	166	170	162	165	166	168
Metoprolol	-155	-162	-117	-150	-173	-101
Midodrine	-80	-88	60	-68	-111	98
Milrinone	146.5	161.5	151	148	155	-102
Moexipril	-93	-99	-93	-113	131	131
Nadolol	-102	-103	98	-94	-140	-87
Niacin	-38.5	-76.5	-108.5	75.5	-89.5	83.5
Nicardipine	105	96	116	94	118	144
Nicotinyl_alcohol	-149.5	-148.5	-151	-152.5	-119	151
Nifedipine	126	139	-151	135	102	-142
Nimodipine	131	128	-141	109	-113	-94
Nitrendipine	94	78	32	-90	119	131
Nitrofural	-124.5	-96.5	111	-147	143	-115
Olmesartan	95.5	131.5	141	128	-139	71
Ouabain	154	148	117	143.5	88	-62
Oxprenolol	135.5	144.5	60	148	170	94
Perindopril	-133	-81	85	93	-86	-143
Pindolol	-104.5	-94.5	-102	-93	-118	-146
Piretanide	-114.5	-128.5	-136	-126	99	112
Practolol	-47	-90	104	-87	-115.5	-81
Pravastatin	145.5	-139	89	163.5	-151	141
Probucol	-117	-96	-87	-114	-94	107
Propranolol	111.5	100.5	112.5	-103	-93	-102
Quinapril	-53.5	91.5	125	-82	-85	-96
Quinethazone	55	-69.5	-105	-72	-68	85
Ramipril	-103	-80	-86	-43	-104	-108
Rivaroxaban	-86	77	103	81	79	-133
Rosuvastatin	-91.5	76.5	-47	102	91	86
Simvastatin	111	-107	-90	-113	101	86
Sotalol	110	116	125.5	-119.5	128	-96.5
Spironolactone	-83	-91	-101.5	50.5	-107	-113.5
Synephrine	79.5	87.5	133	-76.5	96	91.5
Telmisartan	-115	-109	-96	132	-127	104
Ticlopidine	109	128	126	136	74	138
Tienilic_acid	130	122	-109.5	123.5	98	-158.5
Timolol	-120	-137	-156.5	-127	-127	-140.5
Torasemide	104.5	128.5	106	137	147	119
Treprostinil	98	77	125	90	94.5	117
Triamterene	128	-117	110	126.5	-141	-113
Valsartan	-66	-110	-110	-118.5	-139.5	-92
Warfarin	109.5	102.5	117	117.5	109	-90.5
