ad	density	cc	spath	eigencentr	betwcentr
Acebutolol	113	-111	-113.5	127.5	-114.5	161.5
Acetylsalicylic_acid	43.5	77.5	74.5	91.5	100	-111.5
Alprenolol	-154	119	121.5	145	97	134
Amiloride	-97.5	-105.5	-121.5	-123.5	90	-121.5
Amlodipine	132	143	77	-76.5	121.5	-98.5
Atenolol	70	87	95.5	99.5	55.5	146.5
Atorvastatin	-104	-132	129.5	133.5	-88	136.5
Benazepril	-155.5	-156.5	-129.5	157	-95	-88.5
Bendroflumethiazide	100.5	135.5	106	76	150	115
Betaxolol	154	156	112.5	-153	138.5	-90
Bezafibrate	-80.5	-83.5	-69.5	111	-88.5	-107
Bisoprolol	-142.5	-139.5	-112	146.5	-132	162.5
Bumetanide	-141	-92	-118.5	147.5	-82	105.5
Canrenoic_acid	-89.5	-126.5	-105.5	-134	81	-119
Captopril	103	128	132	-139	129	134
Carteolol	125	-135.5	-134.5	-143.5	164	-134.5
Carvedilol	118	68	82	69	-48.5	78.5
Cerivastatin	-68.5	72.5	-65.5	89.5	105	-82.5
Chlorhexidine	124	-123.5	-122.5	-128.5	80	70
Chlorthalidone	120	150	106	-61.5	153	-66.5
Cilnidipine	-153.5	-158.5	-110.5	126	-110.5	-164
Cilostazol	-174	-168	-130.5	105	-160	-91.5
Clofibrate	90	-75	-66.5	-77.5	-83	148
Clopidogrel	-104.5	-81.5	-116.5	-82.5	-109	-132.5
Cyclopenthiazide	78	112	-71.5	-93	-124.5	65
Digoxin	-170.5	-175.5	-128	-92.5	-163.5	-80.5
Dipyridamole	-98.5	-137.5	-105.5	-75.5	-146.5	-112
Dobutamine	-134	-144	135.5	142.5	147	139.5
Dopamine	-61.5	-94.5	85.5	-118.5	-121.5	84
Enalapril	59	88	-87	105.5	-95.5	104
Eprosartan	-84	-109	-112	105.5	-97.5	137.5
Esmolol	55.5	82.5	80.5	86	91	-109.5
Etacrynic_acid	132	-78	-54.5	109	-100	137
Etilefrine	83	116	114	101	123	127
Ezetimibe	-102	-64	-98	82.5	-136	-132.5
Felodipine	112.5	128.5	77	92	117.5	101
Fenofibrate	-35.5	-64.5	-81.5	-67.5	79	117.5
Fenoldopam	93.5	89.5	75.5	127.5	122	-101
Gemfibrozil	-72.5	-106.5	109.5	-119.5	-108	113.5
Hydroflumethiazide	-144	141	-128	-106.5	162.5	-166.5
Iloprost	84.5	68.5	-73.5	-57.5	139	-96.5
Indapamide	144	-83.5	126.5	-124.5	-74	-106.5
Irbesartan	-135.5	-122.5	120.5	116.5	70	114.5
Isradipine	71	108	116	120	-123.5	112
Labetalol	-85.5	-77.5	83.5	-68.5	110	-125.5
Losartan	-82.5	74	-98	109	-125	128.5
Lovastatin	-115.5	-101.5	-84.5	-36.5	-94	-120
Menadione	57.5	-51.5	97.5	86.5	-69.5	142.5
Mephentermine	103	128	132	136	128	134
Metolazone	-118.5	-88.5	-120.5	89	-146	147.5
Metoprolol	166.5	109.5	133.5	111	89	117
Midodrine	81	52	-100.5	110	-112	139.5
Milrinone	110.5	140.5	106	-78.5	155	62.5
Moexipril	104.5	125.5	130.5	137.5	99	135.5
Nadolol	50	-101.5	106	-102.5	132	89
Niacin	97.5	108.5	92.5	-55.5	113	-107.5
Nicardipine	-138	-154	-116.5	130.5	-115	-70
Nicotinyl_alcohol	145.5	158.5	-101.5	-96.5	152	-101.5
Nifedipine	-84.5	-105.5	-80.5	-129.5	92	-133
Nimodipine	95.5	106.5	92.5	-122.5	-144	66
Nitrendipine	-107.5	-128.5	-132.5	-135.5	-129.5	-122.5
Nitrofural	-108.5	-130.5	-133.5	-136.5	-98	-132.5
Olmesartan	-177	-174	-119.5	-94	-176	90
Ouabain	-101.5	-124.5	-131.5	-127.5	-108	-131.5
Oxprenolol	-74.5	79.5	-105.5	111.5	132	-103.5
Perindopril	-133	115	-125.5	-167	110	-98
Pindolol	96.5	119.5	122.5	118.5	-145	124.5
Piretanide	-96.5	-95.5	-114.5	-129.5	72	-115.5
Practolol	-113.5	-134.5	-135.5	-137.5	-136.5	-135.5
Pravastatin	-80	-118	-109.5	-106.5	-90	-116.5
Probucol	-87	57.5	-56.5	58.5	135	-107.5
Propranolol	150	155	125.5	107.5	107	119.5
Quinapril	68.5	-87.5	89.5	93	-113	121.5
Quinethazone	-74.5	-85.5	-85.5	-91	76	-113
Ramipril	74.5	-92.5	-83.5	-120.5	98	146.5
Rivaroxaban	168	165	128.5	-161	169	111
Rosuvastatin	133.5	133.5	-92	151	151.5	103
Simvastatin	-151.5	-152.5	-126.5	102	-112.5	-153
Sotalol	-104	-127	-124.5	-139.5	151.5	-128.5
Spironolactone	-87	-111	94.5	-121.5	-120.5	-105.5
Synephrine	-109	-86	-123.5	-136.5	-59.5	-135
Telmisartan	143.5	145.5	134.5	-168.5	162	153
Ticlopidine	134	-118	127.5	172	-146	100
Tienilic_acid	-135	-135	117.5	131.5	-156.5	85.5
Timolol	71	108	116	120	-121	112
Torasemide	-66.5	-81.5	-75.5	-107.5	103	-74.5
Treprostinil	116	-82.5	114	129.5	-83.5	167.5
Triamterene	75	74	124.5	-126.5	-81	119.5
Valsartan	158	138	102.5	82	123.5	-58
Warfarin	77.5	93.5	88.5	-81.5	120	-71.5
