ad	density	cc	spath	eigencentr	betwcentr
Acebutolol	-131.5	-147.5	-102	-97	-158	-130
Acetylsalicylic_acid	-114.5	-131.5	119.5	-129	-146	94.5
Alprenolol	-97	-116	-121	-95.5	-113	-51
Amiloride	67	-60	-55	86	-73	-103
Amlodipine	-144	-148	-137	-113	-123	-131
Atenolol	-79	-58	72.5	71	50	68
Atorvastatin	81.5	-80	-52	47	-84	-110
Benazepril	-159	-158	-167	-128	-150	-166
Bendroflumethiazide	132	125	76	123	106	130
Betaxolol	139.5	143.5	163	154.5	134	166
Bezafibrate	88.5	-94.5	-95.5	137	129	83
Bisoprolol	63	88	-86	123	90	95
Bumetanide	-165.5	-173.5	-167	-164	-168	-101
Canrenoic_acid	163.5	133.5	-86	161	134	167
Captopril	-51	-72	94	-79.5	-87.5	70
Carteolol	97	139	144.5	120.5	138.5	98.5
Carvedilol	-62	-75	71.5	-77.5	-86	-62
Cerivastatin	-110.5	-116.5	-129	-109	-110	55
Chlorhexidine	128	108	100	72	105	-99
Chlorthalidone	89	91	90	-81.5	85	95
Cilnidipine	-105.5	-75.5	111	-108.5	92	-125.5
Cilostazol	-173.5	-175.5	-177	-175	-176	-174
Clofibrate	-155.5	-155.5	-158	-155	-148	-140
Clopidogrel	-158	-164	-84	-147	-165	-139
Cyclopenthiazide	157	152	170	116	165	167
Digoxin	127.5	104.5	-100	133	-71	-133
Dipyridamole	91.5	-75	-87	-84	-79	131
Dobutamine	69	77	80.5	69.5	98	21.5
Dopamine	134	150	162	-119	157	122
Enalapril	-150	-151	-162	-149	-149	116
Eprosartan	131.5	151.5	169	162	142	144
Esmolol	-165.5	-171.5	-154	-173	-170	-152
Etacrynic_acid	-79.5	-98.5	-67.5	-124.5	107	78
Etilefrine	166	151	161	152	161	-129
Ezetimibe	143.5	137.5	86.5	104.5	112	107.5
Felodipine	58.5	112.5	-126	94	103	-45
Fenofibrate	80	103	117	91.5	120	78
Fenoldopam	-111	-141	-106	-124	-126	-80
Gemfibrozil	-126.5	-129.5	-131	-128	-102	-102
Hydroflumethiazide	144	139	95	131	141	-128
Iloprost	-128.5	-87.5	-142	75	83	-129
Indapamide	-166	-171	-102	-147	-164	-156
Irbesartan	106.5	101.5	121	92	70	104
Isradipine	-126	-87	-138	-132	76	124
Labetalol	-89	-111	-105.5	-96	100	-90.5
Losartan	145.5	132.5	56	114	84	150
Lovastatin	110	120	147	131	112	-110
Menadione	-71	-79	-109	-76	-88	92
Mephentermine	106	115	130	62.5	110	91
Metolazone	-148.5	-140.5	-162	-164	-164	-175
Metoprolol	-82.5	-109.5	-138	45.5	-102	79.5
Midodrine	125.5	122.5	-42	88.5	116	129
Milrinone	63.5	72.5	115	77	-92	-75
Moexipril	138.5	139.5	70	96	153	165
Nadolol	-76.5	-83.5	-92.5	-79.5	-52	86.5
Niacin	-67	-90	-83	109.5	-98.5	59.5
Nicardipine	-57.5	-114.5	-125.5	-79.5	-100	42.5
Nicotinyl_alcohol	-135	-116	-106	-128	-100	-91
Nifedipine	108.5	128.5	149.5	109.5	141	106.5
Nimodipine	105.5	100.5	100.5	153	142	-135
Nitrendipine	-127.5	-132.5	106	-139	-124	125
Nitrofural	135.5	156.5	-115	157	139	125
Olmesartan	-81	55.5	-54	-27	79	-95
Ouabain	120	134	113.5	-104	113	141
Oxprenolol	84	93	114	85	82	93
Perindopril	74	67	86.5	-60.5	-80	-100.5
Pindolol	-81.5	68.5	78.5	-99	56	41
Piretanide	155	168	160	160	155	146
Practolol	101	131	134	110	127	91
Pravastatin	145	159	107	145	132	140
Probucol	-110	-132	153	-124	-138	-132
Propranolol	85	-101.5	-137	-89	-106	-104
Quinapril	-54.5	-56	86.5	-80	-108	-109.5
Quinethazone	-83	-61	72	29	-82	-154
Ramipril	-165	-158	-142	-149	-148	116
Rivaroxaban	149.5	149.5	69	-115	132	140
Rosuvastatin	123	113	118	146	102	-98
Simvastatin	-65.5	-66.5	103	-36	-67	63
Sotalol	143.5	147.5	156	-93	165	139
Spironolactone	-161	-143	-158	-122	-167	-178
Synephrine	-142	-154	-137	-133	-139	-135
Telmisartan	-110.5	-69.5	51	-68	-65	-129
Ticlopidine	105	118	133.5	142.5	137	114.5
Tienilic_acid	139	-131	-147.5	159	-119	144
Timolol	88	103	118.5	111.5	125	96.5
Torasemide	-93.5	-74.5	-124.5	50	-85.5	-39.5
Treprostinil	-90	-106	-125.5	-86.5	-119	-117.5
Triamterene	-37	-56	-96.5	-29.5	66	42
Valsartan	97	118	146	131	112	112
Warfarin	-133	-145	-156	-143	139	-138
